County,License Number,Neighborhood,Entity Name,DBA Name,City,Zip Code,Georeference,Address,Normalized DBA Name,Is Chain Store,Is Grocery Store,Google Maps Link
BRONX,754259,Allerton,1172 SAMS DELI CORP,1172 SAMS DELI,BRONX,10469,POINT (-73.85303647 40.872955416),1172 E GUN HILL RD,1172 sams deli,No,Yes,https://www.google.com/maps/search/?api=1&query=1172+SAMS+DELI+1172+E+GUN+HILL+RD+BRONX+
BRONX,732335,Allerton,2020 HEALTHY DELI CORP,2020 HEALTHY DELI,BRONX,10467,POINT (-73.868975078 40.865557464),649 ALLERTON AVE,2020 healthy deli,No,Yes,https://www.google.com/maps/search/?api=1&query=2020+HEALTHY+DELI+649+ALLERTON+AVE+BRONX+
BRONX,609354,Allerton,674 GOURMET DELI CORP,7 ELEVEN DELI,BRONX,10467,POINT (-73.868140324 40.865032673),674 ALLERTON AVE,7 eleven deli,No,Yes,https://www.google.com/maps/search/?api=1&query=7+ELEVEN+DELI+674+ALLERTON+AVE+BRONX+
BRONX,721012,Allerton,9 CIENTO DELI & GROCERY CORP,9 CIENTO DELI & GROCERY,BRONX,10469,POINT (-73.861343355 40.865398501),900 ALLERTON AVE,9 ciento deli grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=9+CIENTO+DELI+&+GROCERY+900+ALLERTON+AVE+BRONX+
BRONX,760983,Allerton,9 STAR DELI AND GROCERY CORP,9 STAR DELI AND GROCERY,BRONX,10469,POINT (-73.861343355 40.865398501),900 ALLERTON AVE,9 star deli and grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=9+STAR+DELI+AND+GROCERY+900+ALLERTON+AVE+BRONX+
BRONX,745690,Allerton,ADEE DELI & GROCERY INC,ADEE DELI & GROCERY,BRONX,10467,POINT (-73.866926121 40.869595907),700 ADEE AVE,adee deli grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=ADEE+DELI+&+GROCERY+700+ADEE+AVE+BRONX+
BRONX,743363,Allerton,AFAA ENTERPRISE INCORPORATION,AFAA AFRICAN SUPERMARKET,BRONX,10467,POINT (-73.8671842 40.864544344),2544 B WHITE PLAIN ROAD,afaa african supermarket,No,Yes,https://www.google.com/maps/search/?api=1&query=AFAA+AFRICAN+SUPERMARKET+2544+B+WHITE+PLAIN+ROAD+BRONX+
BRONX,748346,Allerton,AGBOGBLOSHIE AFRICAN MARKET INC,AGBOGBLOSHIE AFRICAN MARKET,BRONX,10469,POINT (-73.847691079 40.871046563),1322 E GUN HILL ROAD,agbogbloshie african market,No,Yes,https://www.google.com/maps/search/?api=1&query=AGBOGBLOSHIE+AFRICAN+MARKET+1322+E+GUN+HILL+ROAD+BRONX+
BRONX,759580,Allerton,AL REHMAN GROCERY & HALAL MEAT INC,AL REHMAN GROCERY & HALAL MEAT,BRONX,10469,POINT (-73.857234797 40.86563265),1059 ALLERTON AVE,al rehman grocery halal meat,No,Yes,https://www.google.com/maps/search/?api=1&query=AL+REHMAN+GROCERY+&+HALAL+MEAT+1059+ALLERTON+AVE+BRONX+
BRONX,734187,Allerton,AL-KAREEM GROCERY & HALAL MEETS INC,AL-KAREEM GROCERY & HALAL MEETS,BRONX,10469,POINT (-73.857234797 40.86563265),1059 ALERTON AVENUE,alkareem grocery halal meets,No,Yes,https://www.google.com/maps/search/?api=1&query=AL-KAREEM+GROCERY+&+HALAL+MEETS+1059+ALERTON+AVENUE+BRONX+
BRONX,708878,Allerton,ALEX MINI MARKET CORP,ALEX MINI MARKET,BRONX,10467,POINT (-73.867482177 40.867769407),2865 WHITE PLAINS RD,alex mini market,No,Yes,https://www.google.com/maps/search/?api=1&query=ALEX+MINI+MARKET+2865+WHITE+PLAINS+RD+BRONX+
BRONX,607867,Allerton,ALLERTON DELI GROCERY INC,ALLERTON DELI GROCERY,BRONX,10467,POINT (-73.863370183 40.865681223),801 ALLERTON AVE,allerton deli grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=ALLERTON+DELI+GROCERY+801+ALLERTON+AVE+BRONX+
BRONX,755971,Allerton,ALLERTON MARKET LLC,ALLERTON MARKET,BRONX,10467,POINT (-73.864825533 40.865338697),766 ALLERTON AVE,allerton market,No,Yes,https://www.google.com/maps/search/?api=1&query=ALLERTON+MARKET+766+ALLERTON+AVE+BRONX+
BRONX,608468,Allerton,AS&O GROCERY DELI CORP,AS&O GROCERY DELI,BRONX,10467,POINT (-73.867221416 40.863405914),2500 WHITE PLAINS RD,aso grocery deli,No,Yes,https://www.google.com/maps/search/?api=1&query=AS&O+GROCERY+DELI+2500+WHITE+PLAINS+RD+BRONX+
BRONX,746827,Allerton,BRONX BAZAR INC,BRONX BAZAR,BRONX,10467,POINT (-73.863887262 40.8642032),2550 BOSTON RD,bronx bazar,No,Yes,https://www.google.com/maps/search/?api=1&query=BRONX+BAZAR+2550+BOSTON+RD+BRONX+
BRONX,749902,Allerton,BROTHER PRODUCE FARM CORP,BROTHER PRODUCE FARM,BRONX,10469,POINT (-73.853305026 40.872909944),1154 E GUN HILL RD,brother produce farm,No,Yes,https://www.google.com/maps/search/?api=1&query=BROTHER+PRODUCE+FARM+1154+E+GUN+HILL+RD+BRONX+
BRONX,608578,Allerton,BRONX VIEW DELI & GROCERY INC,BRONX VIEW DELI & GROCERY,BRONX,10467,POINT (-73.866504344 40.865607504),717 ALLERTON AVE,bronx view deli grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=BRONX+VIEW+DELI+&+GROCERY+717+ALLERTON+AVE+BRONX+
BRONX,731655,Allerton,C&C FARM BRONX INC,C&C FARM,BRONX,10467,POINT (-73.868044938 40.865575066),681 ALLERTON AVE,cc farm,No,Yes,https://www.google.com/maps/search/?api=1&query=C&C+FARM+681+ALLERTON+AVE+BRONX+
BRONX,738169,Allerton,CRUGER DELI & CANDY INC,CRUGER DELI & CANDY,BRONX,10467,POINT (-73.866476097 40.86530387),722 ALLERTON AVENUE,cruger deli candy,No,Yes,https://www.google.com/maps/search/?api=1&query=CRUGER+DELI+&+CANDY+722+ALLERTON+AVENUE+BRONX+
BRONX,730503,Allerton,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19207,BRONX,10467,POINT (-73.867221416 40.863405914),2500 WHITE PLAINS RD,dollar general,Yes,Yes,https://www.google.com/maps/search/?api=1&query=DOLLAR+GENERAL+#+19207+2500+WHITE+PLAINS+RD+BRONX+
BRONX,603275,Allerton,FELU GROCERY CORP,FELU GROCERY,BRONX,10469,POINT (-73.8496822 40.871495875),1275 BURKE AVE,felu grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=FELU+GROCERY+1275+BURKE+AVE+BRONX+
BRONX,607893,Allerton,OLOFIN SESAN,EKITI-KETE AFRICAN&CARRIBBEAN STORE,BRONX,10469,POINT (-73.859786081 40.86586441),2700 WILLIAMSBRIDGE ROAD,ekitikete africancarribbean store,No,Yes,https://www.google.com/maps/search/?api=1&query=EKITI-KETE+AFRICAN&CARRIBBEAN+STORE+2700+WILLIAMSBRIDGE+ROAD+BRONX+
BRONX,754240,Allerton,GNG EUROPEAN GROCERY INC,GNG EUROPEAN GROCERY,BRONX,10469,POINT (-73.858516139 40.863176627),1005 MACE AVE,gng european grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=GNG+EUROPEAN+GROCERY+1005+MACE+AVE+BRONX+
BRONX,757644,Allerton,GREEN LEAF DELI MART CORP,GREEN LEAF DELI MART,BRONX,10467,POINT (-73.867457199 40.868556719),2901 WHITE PLAINS RD,green leaf deli mart,No,Yes,https://www.google.com/maps/search/?api=1&query=GREEN+LEAF+DELI+MART+2901+WHITE+PLAINS+RD+BRONX+
BRONX,753472,Allerton,FAULKWITHLOVE LLC,FAULKWITHLOVE,BRONX,10469,POINT (-73.856314381 40.870505134),3060 BOSTON RD,faulkwithlove,No,Yes,https://www.google.com/maps/search/?api=1&query=FAULKWITHLOVE+3060+BOSTON+RD+BRONX+
BRONX,605622,Allerton,2556 BOSTON FOOD CORP,FINE FARE SUPERMARKET,BRONX,10467,POINT (-73.863326429 40.864599036),2556 BOSTON RD,fine fare supermarket,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FINE+FARE+SUPERMARKET+2556+BOSTON+RD+BRONX+
BRONX,604870,Allerton,MADDAJ A&J INC,FOODTOWN,BRONX,10469,POINT (-73.858434751 40.865346953),1000 ALLERTON AVE,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+1000+ALLERTON+AVE+BRONX+
BRONX,729203,Allerton,L&M EUROEAN GROCERY CORP,L&M EUROPEAN GROCERY,BRONX,10469,POINT (-73.858516139 40.863176627),1005 MACE AVENUE,lm european grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=L&M+EUROPEAN+GROCERY+1005+MACE+AVENUE+BRONX+
BRONX,606652,Allerton,LA REYNA MINI MARKET CORP,LA REYNA MINI MARKET,BRONX,10469,POINT (-73.854425686 40.872276063),3224 YATES AVE,la reyna mini market,No,Yes,https://www.google.com/maps/search/?api=1&query=LA+REYNA+MINI+MARKET+3224+YATES+AVE+BRONX+
BRONX,608551,Allerton,M&A GOURMET DELI INC,M&A GOURMET DELI,BRONX,10467,POINT (-73.864317506 40.865651216),777 ALLERTON AVE,ma gourmet deli,No,Yes,https://www.google.com/maps/search/?api=1&query=M&A+GOURMET+DELI+777+ALLERTON+AVE+BRONX+
BRONX,753944,Allerton,MAL DELI & GROCERY CORP,MAL DELI & GROCERY,BRONX,10469,POINT (-73.85155874 40.872484814),1226 E GUN HILL RD.,mal deli grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=MAL+DELI+&+GROCERY+1226+E+GUN+HILL+RD.+BRONX+
BRONX,753651,Allerton,KINGSTON FINE FOODS CORP,KEY FOOD,BRONX,10467,POINT (-73.867538503 40.866043908),2711 WHITE PLAINS ROAD,key food,Yes,Yes,https://www.google.com/maps/search/?api=1&query=KEY+FOOD+2711+WHITE+PLAINS+ROAD+BRONX+
BRONX,605198,Allerton,MELO MANIA DELI FOOD CORP,MELO MANIA DELI FOOD,BRONX,10467,POINT (-73.868770727 40.865560566),663 ALLERTON AVE,melo mania deli food,No,Yes,https://www.google.com/maps/search/?api=1&query=MELO+MANIA+DELI+FOOD+663+ALLERTON+AVE+BRONX+
BRONX,607475,Allerton,ALI RAMI O & HAIMED FAWAZ A M,MOSES DELI,BRONX,10467,POINT (-73.867978302 40.865271809),682 ALLERTON AVE,moses deli,No,Yes,https://www.google.com/maps/search/?api=1&query=MOSES+DELI+682+ALLERTON+AVE+BRONX+
BRONX,740837,Allerton,NEW BEGINNING DELI GROCERY LLC,NEW BEGINNING DELI GROCERY,BRONX,10467,POINT (-73.86823856 40.865571462),673 ALLERTON AVENUE,new beginning deli grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=NEW+BEGINNING+DELI+GROCERY+673+ALLERTON+AVENUE+BRONX+
BRONX,708028,Allerton,PARADISE MEAT CORP,PARADISE FOOD MARKET,BRONX,10469,POINT (-73.85761324 40.862646639),2476 WILLIAMS BRIDGE RD,paradise food market,No,Yes,https://www.google.com/maps/search/?api=1&query=PARADISE+FOOD+MARKET+2476+WILLIAMS+BRIDGE+RD+BRONX+
BRONX,755100,Allerton,MOTHERLAND AFRICAN & CARIBBEAN FOOD MKT,MOTHERLAND AFRICAN & CARIBBEAN FOOD MKT,BRONX,10467,POINT (-73.868574758 40.865564086),667 ALLERTON AVE,motherland african caribbean food mkt,No,Yes,https://www.google.com/maps/search/?api=1&query=MOTHERLAND+AFRICAN+&+CARIBBEAN+FOOD+MKT+667+ALLERTON+AVE+BRONX+
BRONX,755665,Allerton,RANCH MINI MARKET & DELI INC,RANCH MINI MARKET & DELI,BRONX,10467,POINT (-73.867445718 40.866376575),2739 WHITE PLAINS ROAD,ranch mini market deli,No,Yes,https://www.google.com/maps/search/?api=1&query=RANCH+MINI+MARKET+&+DELI+2739+WHITE+PLAINS+ROAD+BRONX+
BRONX,749470,Allerton,POLLI TRADING INC,POLLI TRADING,BRONX,10469,POINT (-73.851080469 40.872316338),1236 EAST GUN HILL RD,polli trading,No,Yes,https://www.google.com/maps/search/?api=1&query=POLLI+TRADING+1236+EAST+GUN+HILL+RD+BRONX+
BRONX,748501,Allerton,SAMY MINI MARKET AND DELI CORP,SAMY MINI MARKET AND DELI,BRONX,10469,POINT (-73.857511903 40.861957772),2444 WILLIAMSBRIDGE,samy mini market and deli,No,Yes,https://www.google.com/maps/search/?api=1&query=SAMY+MINI+MARKET+AND+DELI+2444+WILLIAMSBRIDGE+BRONX+
BRONX,706947,Allerton,3N CONVENIENCE STORE INC,SHELL,BRONX,10469,POINT (-73.858943113 40.865184595),950 ALLERTON AVE,shell,Yes,Yes,https://www.google.com/maps/search/?api=1&query=SHELL+950+ALLERTON+AVE+BRONX+
BRONX,603423,Allerton,LEE UI DUK,STAR CITY FRUIT&VEG,BRONX,10467,POINT (-73.868176115 40.865267786),676 ALLERTON AVE,star city fruitveg,No,Yes,https://www.google.com/maps/search/?api=1&query=STAR+CITY+FRUIT&VEG+676+ALLERTON+AVE+BRONX+
BRONX,711475,Allerton,STOP ONE GROCERY & DELI INC,STOP ONE GROCERY & DELI,BRONX,10469,POINT (-73.855572917 40.865591998),1101 ALLERTON AVE,stop one grocery deli,No,Yes,https://www.google.com/maps/search/?api=1&query=STOP+ONE+GROCERY+&+DELI+1101+ALLERTON+AVE+BRONX+
BRONX,606785,Allerton,B-A DELI MART INC,STOP ONE,BRONX,10469,POINT (-73.846139756 40.870239051),1360 E GUN HILL RD,stop one,Yes,Yes,https://www.google.com/maps/search/?api=1&query=STOP+ONE+1360+E+GUN+HILL+RD+BRONX+
BRONX,727691,Allerton,SUPERSTAR 1 DELI AND & GROCERY CORP,SUPERSTAR 1 DELI AND & GROCERY,BRONX,10467,POINT (-73.867509334 40.866684621),2801 WHITE PLAINS ROAD,superstar 1 deli and grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=SUPERSTAR+1+DELI+AND+&+GROCERY+2801+WHITE+PLAINS+ROAD+BRONX+
BRONX,718570,Allerton,ULERIO DELI & GROCERY CORP.,ULERIO DELI & GROCERY,BRONX,10469,POINT (-73.858612447 40.86317977),1001 MACE AVENUE,ulerio deli grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=ULERIO+DELI+&+GROCERY+1001+MACE+AVENUE+BRONX+
BRONX,736110,Allerton,WALGREENS EASTERN CO INC,WALGREENS #18988,BRONX,10469,POINT (-73.861115619 40.866109287),2750 BOSTON RD,walgreens,Yes,Yes,https://www.google.com/maps/search/?api=1&query=WALGREENS+#18988+2750+BOSTON+RD+BRONX+
QUEENS,756469,Arverne,66 GOURMET GROCERY INC,66 GOURMET GROCERY,ARVERNE,11692,POINT (-73.795551618 40.593015314),66-08 BEACH CHANNEL DR,66 gourmet grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=66+GOURMET+GROCERY+66-08+BEACH+CHANNEL+DR+ARVERNE+
QUEENS,750515,Arverne,67 FRESH MARKET CORP,67 FRESH MARKET,ARVERNE,11692,POINT (-73.795803242 40.59300161),66-14 BEACH CHANNEL DRIVE,67 fresh market,No,Yes,https://www.google.com/maps/search/?api=1&query=67+FRESH+MARKET+66-14+BEACH+CHANNEL+DRIVE+ARVERNE+
QUEENS,637770,Arverne,AAA GROCERY CORP,AAA GROCERY,ARVENE,11692,POINT (-73.798881161 40.59256814),69-19 BEACH CHANNEL DR,aaa grocery,Yes,Yes,https://www.google.com/maps/search/?api=1&query=AAA+GROCERY+69-19+BEACH+CHANNEL+DR+ARVENE+
QUEENS,750157,Arverne,JBN FOOD CORP,SUPER FRESH SUPERMARKET,ARVERNE,11692,POINT (-73.801125386 40.586613301),57-25 SHORE FRONT PKWY,super fresh supermarket,Yes,Yes,https://www.google.com/maps/search/?api=1&query=SUPER+FRESH+SUPERMARKET+57-25+SHORE+FRONT+PKWY+ARVERNE+
QUEENS,639843,Arverne,EL CAPITAL DELI GROCERY CORP,EL CAPITAL DELI GROCERY,ARVERNE,11692,POINT (-73.800803215 40.595284798),518 BEACH 72ND ST,el capital deli grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=EL+CAPITAL+DELI+GROCERY+518+BEACH+72ND+ST+ARVERNE+
QUEENS,639866,Arverne,STOP&SHOP SUPERMARKET CO LLC THE,SUPER STOP&SHOP 566,ARVERNE,11692,POINT (-73.799747012 40.58997063),70-20 ROCKAWAY BEACH BLVD,super stopshop,Yes,Yes,https://www.google.com/maps/search/?api=1&query=SUPER+STOP&SHOP+566+70-20+ROCKAWAY+BEACH+BLVD+ARVERNE+
QUEENS,750273,Astoria,2 GUYS DELI & GOURMET CORP,2 GUYS DELI & GOURMET,ASTORIA,11106,POINT (-73.938146063 40.762852412),34-60 12TH STREET,2 guys deli gourmet,No,Yes,https://www.google.com/maps/search/?api=1&query=2+GUYS+DELI+&+GOURMET+34-60+12TH+STREET+ASTORIA+
QUEENS,631828,Astoria,30TH AVE FRUIT MARKET INC,30TH AVE FRUIT MKT,ASTORIA,11102,POINT (-73.920257322 40.766185434),32-12 30TH AVE,30th ave fruit mkt,No,Yes,https://www.google.com/maps/search/?api=1&query=30TH+AVE+FRUIT+MKT+32-12+30TH+AVE+ASTORIA+
QUEENS,637807,Astoria,2502 BROADWAY GROCERY CORP,2502 BROADWAY GROCERY,ASTORIA,11106,POINT (-73.928390534 40.763244098),25-02 BROADWAY,2502 broadway grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=2502+BROADWAY+GROCERY+25-02+BROADWAY+ASTORIA+
QUEENS,708769,Astoria,30TH AVE DELI INC,30TH AVE DELI,ASTORIA,11103,POINT (-73.916549503 40.764468611),3702 30TH AVE,30th ave deli,No,Yes,https://www.google.com/maps/search/?api=1&query=30TH+AVE+DELI+3702+30TH+AVE+ASTORIA+
QUEENS,705355,Astoria,48 BODEGA INC,48 BODEGA,ASTORIA,11103,POINT (-73.912825172 40.755942287),47-20A BROADWAY,48 bodega,No,Yes,https://www.google.com/maps/search/?api=1&query=48+BODEGA+47-20A+BROADWAY+ASTORIA+
QUEENS,718669,Astoria,48TH STREET DELI & GROCERY INC,48TH STREET DELI & GROCERY,ASTORIA,11103,POINT (-73.908445376 40.760677141),4802 30TH AVENUE,48th street deli grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=48TH+STREET+DELI+&+GROCERY+4802+30TH+AVENUE+ASTORIA+
QUEENS,752206,Astoria,SABA RESTAURANT CORP,AI QUDS,ASTORIA,11103,POINT (-73.913056512 40.766043864),25-75 STEINWAY STREET,ai quds,No,Yes,https://www.google.com/maps/search/?api=1&query=AI+QUDS+25-75+STEINWAY+STREET+ASTORIA+
QUEENS,716740,Astoria,AL HANAA 24/7 INC,AL HANAA 24/7,ASTORIA,11103,POINT (-73.912485453 40.767203416),25-32 STEINWAY ST,al hanaa 24,No,Yes,https://www.google.com/maps/search/?api=1&query=AL+HANAA+24/7+25-32+STEINWAY+ST+ASTORIA+
QUEENS,729551,Astoria,AL NOUR FOOD INC,AL NOUR FOOD,ASTORIA,11103,POINT (-73.913907275 40.763251935),41-08 30TH AVE,al nour food,No,Yes,https://www.google.com/maps/search/?api=1&query=AL+NOUR+FOOD+41-08+30TH+AVE+ASTORIA+
QUEENS,749238,Astoria,ARGJIROS CORNER LLC,ARGJIRO'S CORNER,LONG ISLAND CITY,11102,POINT (-73.920055653 40.770452954),28-22 ASTORIA BLVD,argjiros corner,Yes,Yes,https://www.google.com/maps/search/?api=1&query=ARGJIRO'S+CORNER+28-22+ASTORIA+BLVD+LONG+ISLAND+CITY+
QUEENS,726486,Astoria,ALMA MARKET INC,ALMA MARKET,ASTORIA,11103,POINT (-73.91311594 40.76287739),42-10 30TH AVE,alma market,No,Yes,https://www.google.com/maps/search/?api=1&query=ALMA+MARKET+42-10+30TH+AVE+ASTORIA+
QUEENS,631289,Astoria,ANGELARR DELI GROCERY INC,ANGELARR DELI,ASTORIA,11102,POINT (-73.928440993 40.772283269),14-15 ASTORIA BLVD,angelarr deli,No,Yes,https://www.google.com/maps/search/?api=1&query=ANGELARR+DELI+14-15+ASTORIA+BLVD+ASTORIA+
QUEENS,721555,Astoria,ASTORIA BLVD DELI GROCERY INC,ASTORIA BLVD DELI GROCERY,ASTORIA,11103,POINT (-73.911824959 40.768897985),38-02 ASTORIA BLVD,astoria blvd deli grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=ASTORIA+BLVD+DELI+GROCERY+38-02+ASTORIA+BLVD+ASTORIA+
QUEENS,731159,Astoria,ASTORIA DELI GROCERY NY CORP,ASTORIA DELI GROCERY NY,ASTORIA,11103,POINT (-73.913177296 40.769111473),36-20 ASTORIA BLVD,astoria deli grocery ny,No,Yes,https://www.google.com/maps/search/?api=1&query=ASTORIA+DELI+GROCERY+NY+36-20+ASTORIA+BLVD+ASTORIA+
QUEENS,705639,Astoria,ASTORIA FINE GOURMET DELI INC,ASTORIA FINE GOURMET DELI,ASTORIA,11102,POINT (-73.924516083 40.771935336),22-17 ASTORIA BLVD,astoria fine gourmet deli,No,Yes,https://www.google.com/maps/search/?api=1&query=ASTORIA+FINE+GOURMET+DELI+22-17+ASTORIA+BLVD+ASTORIA+
QUEENS,756935,Astoria,ASTORIA GOURMET & MARKET PLACE INC,ASTORIA GOURMET & MARKET PLACE,ASTORIA,11102,POINT (-73.918195206 40.770229409),25-08 31ST STREET,astoria gourmet market place,No,Yes,https://www.google.com/maps/search/?api=1&query=ASTORIA+GOURMET+&+MARKET+PLACE+25-08+31ST+STREET+ASTORIA+
QUEENS,736738,Astoria,B&B DELI AND GRILL INC,B&B DELI AND GRILL,ASTORIA,11106,POINT (-73.933049279 40.758273756),25-05 36TH AVENUE,bb deli and grill,No,Yes,https://www.google.com/maps/search/?api=1&query=B&B+DELI+AND+GRILL+25-05+36TH+AVENUE+ASTORIA+
QUEENS,754547,Astoria,BEETY MARKET INC,BEETY MARKET,ASTORIA,11103,POINT (-73.912430133 40.767455795),25-22 STEINWAY ST,beety market,No,Yes,https://www.google.com/maps/search/?api=1&query=BEETY+MARKET+25-22+STEINWAY+ST+ASTORIA+
QUEENS,736802,Astoria,BIG APPLE DELI INC THE,BIG APPLE DELI THE,ASTORIA,11103,POINT (-73.91288351 40.762770605),42-16 30TH AVENUE,big apple deli the,No,Yes,https://www.google.com/maps/search/?api=1&query=BIG+APPLE+DELI+THE+42-16+30TH+AVENUE+ASTORIA+
QUEENS,725855,Astoria,LGT FOOD CORP,BRAVO SUPERMARKET,ASTORIA,11106,POINT (-73.930875768 40.76123307),24-18 34TH AVENUE,bravo supermarket,Yes,Yes,https://www.google.com/maps/search/?api=1&query=BRAVO+SUPERMARKET+24-18+34TH+AVENUE+ASTORIA+
QUEENS,750907,Astoria,LHAKPA ENTERPRISES INC,BROADWAY NATURAL,ASTORIA,11106,POINT (-73.925803794 40.762316808),3007 BROADWAY,broadway natural,No,Yes,https://www.google.com/maps/search/?api=1&query=BROADWAY+NATURAL+3007+BROADWAY+ASTORIA+
QUEENS,737785,Astoria,HALLETTS POINT FOOD CORP,BROOKLYN HARVEST MARKET,ASTORIA,11102,POINT (-73.934694836 40.776447077),26-14 2ND STREET,brooklyn harvest market,Yes,Yes,https://www.google.com/maps/search/?api=1&query=BROOKLYN+HARVEST+MARKET+26-14+2ND+STREET+ASTORIA+
QUEENS,632680,Astoria,BONOFUL GROCERY & HALAL MEAT INC,BONOFUL GROCERY&HALAL,ASTORIA,11106,POINT (-73.930940728 40.75728863),29-11 36TH AVE,bonoful groceryhalal,No,Yes,https://www.google.com/maps/search/?api=1&query=BONOFUL+GROCERY&HALAL+29-11+36TH+AVE+ASTORIA+
QUEENS,704019,Astoria,ALI & OMER LLC,C TOWN,ASTORIA,11102,POINT (-73.925029558 40.771365073),21-30 NEWTOWN AVE,c town,Yes,Yes,https://www.google.com/maps/search/?api=1&query=C+TOWN+21-30+NEWTOWN+AVE+ASTORIA+
QUEENS,638111,Astoria,3412 V&F FOOD CORP,C TOWN,ASTORIA,11106,POINT (-73.924270074 40.758100669),34-12 34TH AVE,c town,Yes,Yes,https://www.google.com/maps/search/?api=1&query=C+TOWN+34-12+34TH+AVE+ASTORIA+
QUEENS,632836,Astoria,LYF MEAT&PRODUCE CORP,C TOWN SUPERMARKET,ASTORIA,11103,POINT (-73.913125412 40.765068084),40-12 28TH AVE,c town supermarket,Yes,Yes,https://www.google.com/maps/search/?api=1&query=C+TOWN+SUPERMARKET+40-12+28TH+AVE+ASTORIA+
QUEENS,636362,Astoria,ME-ME SUPERMARKET INC,CITY FRESH MARKET,ASTORIA,11106,POINT (-73.930645098 40.765469536),21-15 BROADWAY,city fresh market,Yes,Yes,https://www.google.com/maps/search/?api=1&query=CITY+FRESH+MARKET+21-15+BROADWAY+ASTORIA+
QUEENS,638357,Astoria,COUSINS GROCERY AND GRILL INC,COUSINS GROCERY AND GRILL,LONG ISLAND CITY,11106,POINT (-73.939119537 40.764987828),9-10 34TH AVE,cousins grocery and grill,No,Yes,https://www.google.com/maps/search/?api=1&query=COUSINS+GROCERY+AND+GRILL+9-10+34TH+AVE+LONG+ISLAND+CITY+
QUEENS,639803,Astoria,AN CRESCENT CORP,CRESCENT DELI&COFFEE,ASTORIA,11103,POINT (-73.912430133 40.767455795),25-22 STEINWAY ST,crescent delicoffee,No,Yes,https://www.google.com/maps/search/?api=1&query=CRESCENT+DELI&COFFEE+25-22+STEINWAY+ST+ASTORIA+
QUEENS,639965,Astoria,CRESCENT GOURMET DELI&GROCERY INC,CRESCENT GRMT DELI&GRCY,ASTORIA,11102,POINT (-73.923863971 40.770369512),27-02 CRESCENT ST,crescent grmt deligrcy,No,Yes,https://www.google.com/maps/search/?api=1&query=CRESCENT+GRMT+DELI&GRCY+27-02+CRESCENT+ST+ASTORIA+
QUEENS,704018,Astoria,G C SALUMERIA INC,D&F ITALIAN DELI,ASTORIA,11106,POINT (-73.921496586 40.760293962),35-17 BROADWAY,df italian deli,No,Yes,https://www.google.com/maps/search/?api=1&query=D&F+ITALIAN+DELI+35-17+BROADWAY+ASTORIA+
QUEENS,636798,Astoria,D&T MINI DELICATESSEN INC,DAVE&TONY SALUMERIA,ASTORIA,11103,POINT (-73.917660356 40.765008531),35-18 30TH AVE,davetony salumeria,No,Yes,https://www.google.com/maps/search/?api=1&query=DAVE&TONY+SALUMERIA+35-18+30TH+AVE+ASTORIA+
QUEENS,636045,Astoria,EIGHTH STREET MINI MART CORP,EIGHTH STREET MINI MART,ASTORIA,11102,POINT (-73.932446285 40.77275232),8-01 ASTORIA BLVD.,eighth street mini mart,No,Yes,https://www.google.com/maps/search/?api=1&query=EIGHTH+STREET+MINI+MART+08-01+ASTORIA+BLVD.+ASTORIA+
QUEENS,637221,Astoria,ROQUE PEDRO,EL KIOSKO DELI GROCERY,ASTORIA,11103,POINT (-73.918142903 40.761680454),37-18 31ST AVENUE,el kiosko deli grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=EL+KIOSKO+DELI+GROCERY+37-18+31ST+AVENUE+ASTORIA+
QUEENS,637190,Astoria,PEREZ ALVARO,EL MEXICANO DELI GRCRY,LONG ISLAND CITY,11106,POINT (-73.930028022 40.766835576),31-13 21ST ST,el mexicano deli grcry,No,Yes,https://www.google.com/maps/search/?api=1&query=EL+MEXICANO+DELI+GRCRY+31-13+21ST+ST+LONG+ISLAND+CITY+
QUEENS,730574,Astoria,DOLGENCORP OF NEW YORK LLC,DOLLAR GENERAL # 19203,ASTORIA,11106,POINT (-73.928917085 40.757347262),3527 31ST ST,dollar general,Yes,Yes,https://www.google.com/maps/search/?api=1&query=DOLLAR+GENERAL+#+19203+3527+31ST+ST+ASTORIA+
