County,License Number,Establishment Type,Entity Name,DBA Name,City,Zip Code,Georeference,Address,Normalized DBA Name,Is Chain Store,Is Grocery Store,Google Maps Link,Latitude,Longitude,Neighborhood
BRONX,750497,AC,HUNTS POINT DELI CORP,HUNTS POINT DELI,BRONX,10474,POINT (-73.886407341 40.819169959),1331 SENECA AVE,hunts point deli,No,Yes,https://www.google.com/maps/search/?api=1&query=HUNTS+POINT+DELI+1331+SENECA+AVE+BRONX+,40.81916996,-73.88640734,Hunts Point
BRONX,736933,AC,HUNTS POINT MARKET INC,HUNTS POINT MARKET,BRONX,10474,POINT (-73.895653921 40.812401236),1081 LEGGETT AVE,hunts point market,No,Yes,https://www.google.com/maps/search/?api=1&query=HUNTS+POINT+MARKET+1081+LEGGETT+AVE+BRONX+,40.81240124,-73.89565392,Hunts Point
BRONX,608155,AC,111 MEAT & PRODUCE INC,FOOD UNIVERSE,BRONX,10475,POINT (-73.828374228 40.877098842),111 DREISER LOOP,food universe,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+111+DREISER+LOOP+BRONX+,40.87709884,-73.82837423,Co-op City
RICHMOND,645493,AC,LEE SANG DUCK,HY DELI,STATEN ISLAND,10306,POINT (-74.098200355 40.581376385),1990C HYLAN BLVD,hy deli,No,Yes,https://www.google.com/maps/search/?api=1&query=HY+DELI+1990C+HYLAN+BLVD+STATEN+ISLAND+,40.58137639,-74.09820036,Staten Island
RICHMOND,758906,AC,HY STAR 4278 CORP,HY STAR DELI,STATEN ISLAND,10309,POINT (-74.236934257 40.537794205),4278 ARTHUR KILL RD,hy star deli,No,Yes,https://www.google.com/maps/search/?api=1&query=HY+STAR+DELI+4278+ARTHUR+KILL+RD+STATEN+ISLAND+,40.53779421,-74.23693426,Staten Island
BRONX,608154,AC,2061 MEAT&PRODUCE INC,FOOD UNIVERSE,BRONX,10475,POINT (-73.828413456 40.870347638),2061 BARTOW AVE,food universe,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+2061+BARTOW+AVE+BRONX+,40.87034764,-73.82841346,Co-op City
BRONX,608153,AC,119 MEAT&PRODUCE INC,FOOD UNIVERSE,BRONX,10475,POINT (-73.82199384 40.864808457),119 EINSTEIN LOOP,food universe,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+119+EINSTEIN+LOOP+BRONX+,40.86480846,-73.82199384,Co-op City
RICHMOND,717414,AC,I LOVE MY DELI GROCERY INC,I LOVE MY DELI GROCERY,STATEN ISLAND,10304,POINT (-74.089237412 40.60916544),200 RHINE AVENUE,i love my deli grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=I+LOVE+MY+DELI+GROCERY+200+RHINE+AVENUE+STATEN+ISLAND+,40.60916544,-74.08923741,Staten Island
BRONX,608190,AC,I&C DELI MINI MARKET CORP,I&C DELI MINI MARKET,BRONX,10458,POINT (-73.891568498 40.854611285),531-533 E 183RD ST,ic deli mini market,No,Yes,https://www.google.com/maps/search/?api=1&query=I&C+DELI+MINI+MARKET+531-533+E+183RD+ST+BRONX+,40.85461129,-73.8915685,Belmont
BRONX,606156,AC,D&A 724 FOOD CORP,FOOD UNIVERSE,BRONX,10474,POINT (-73.886522173 40.815455183),724 HUNTS PT AVE,food universe,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+724+HUNTS+PT+AVE+BRONX+,40.81545518,-73.88652217,Hunts Point
BRONX,607261,AC,EMPORIUM SUPERMARKET CORP,FOOD UNIVERSE #2368,BRONX,10452,POINT (-73.91469333 40.838894505),148 E 170TH ST,food universe,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+#2368+148+E+170TH+ST+BRONX+,40.83889451,-73.91469333,Mount Eden
BRONX,732750,ABC,ABC FIVE WINGS INC,FOOD UNIVERSE MARKET,BRONX,10452,POINT (-73.920215831 40.846063127),126 FEATHERBED LANE,food universe market,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKET+126+FEATHERBED+LANE+BRONX+,40.84606313,-73.92021583,Morris Heights
BRONX,609124,AC,ALFA Y OMEGA FOOD CORP,FOOD UNIVERSE MARKET,BRONX,10468,POINT (-73.900751878 40.868059295),82-84 W KINGSBRIDGE RD,food universe market,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKET+82-84+W+KINGSBRIDGE+RD+BRONX+,40.8680593,-73.90075188,Fordham
BRONX,746886,AC,MIANDAV FOOD CORP,FOOD UNIVERSE MARKET PL,BRONX,10452,POINT (-73.923036258 40.835880959),1187 JEROME AVENUE,food universe market pl,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKET+PL+1187+JEROME+AVENUE+BRONX+,40.83588096,-73.92303626,Highbridge
KINGS,613323,AC,JD 710 FOOD CORP,IDEAL FOOD BASKET SUPERMARKET,BROOKLYN,11218,POINT (-73.969314673 40.64034767),710 CONEY ISLAND AVE,ideal food basket supermarket,No,Yes,https://www.google.com/maps/search/?api=1&query=IDEAL+FOOD+BASKET+SUPERMARKET+710+CONEY+ISLAND+AVE+BROOKLYN+,40.64034767,-73.96931467,Kensington
BRONX,730704,AC,E & M FOOD MARKET CORP,FOOD UNIVERSE MARKET PLACE,BRONX,10451,POINT (-73.915401434 40.820911047),760 MELROSE AVENUE,food universe market place,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKET+PLACE+760+MELROSE+AVENUE+BRONX+,40.82091105,-73.91540143,Melrose
BRONX,602868,AC,ANN CLAIRS SALUMERIA INC,ANN CLAIRS SALUMERIA,BRONX,10461,POINT (-73.851731491 40.84997186),1130 MORRIS PARK AVE,ann clairs salumeria,No,Yes,https://www.google.com/maps/search/?api=1&query=ANN+CLAIRS+SALUMERIA+1130+MORRIS+PARK+AVE+BRONX+,40.84997186,-73.85173149,Morris Park
NEW YORK,725045,AC,R.J. DELI GROCERY CORP,R.J. DELI GROCERY,NEW YORK,10034,POINT (-73.921517876 40.868463722),635 W 207TH STREET,rj deli grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=R.J.+DELI+GROCERY+635+W+207TH+STREET+NEW+YORK+,40.86846372,-73.92151788,Inwood
BRONX,609316,AC,3462 THIRD AVE FOOD CORP,FOOD UNIVERSE MARKET PLACE,BRONX,10456,POINT (-73.906154267 40.830005329),3470 3RD AVE,food universe market place,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKET+PLACE+3470+3RD+AVE+BRONX+,40.83000533,-73.90615427,Morrisania
BRONX,608592,AC,LOS PINOS FOOD CORP,FOOD UNIVERSE MARKET PLACE,BRONX,10453,POINT (-73.904446035 40.852340041),148 E BURNSIDE AVE,food universe market place,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKET+PLACE+148+E+BURNSIDE+AVE+BRONX+,40.85234004,-73.90444604,Mount Hope
QUEENS,755809,AC,KNA MEAT & PRODUCE CORP,FOOD UNIVERSE MARKETPLACE,FLUSHING,11358,POINT (-73.787229142 40.764235468),35-09 FRANCIS LEWIS BLVD,food universe marketplace,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKETPLACE+35-09+FRANCIS+LEWIS+BLVD+FLUSHING+,40.76423547,-73.78722914,Bayside
BRONX,748718,AC,2358 MEAT CORP,FOOD UNIVERSE MARKETPLACE,BRONX,10468,POINT (-73.905071828 40.862332569),2358 UNIVERSITY AVE,food universe marketplace,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKETPLACE+2358+UNIVERSITY+AVE+BRONX+,40.86233257,-73.90507183,University Heights
BRONX,746173,AC,183 MEAT CORP,FOOD UNIVERSE MARKETPLACE,BRONX,10453,POINT (-73.906269182 40.859089401),60 WEST 183RD STREET,food universe marketplace,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKETPLACE+60+WEST+183RD+STREET+BRONX+,40.8590894,-73.90626918,University Heights
KINGS,735988,AC,CS MINI MARKET INC,FOOD UNIVERSE MARKETPLACE,BROOKLYN,11208,POINT (-73.882048751 40.666789096),773 NEW LOTS AVE,food universe marketplace,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKETPLACE+773+NEW+LOTS+AVE+BROOKLYN+,40.6667891,-73.88204875,East New York
QUEENS,732183,AC,SKYLIGHT HOLDINGS 4 INC,FOOD UNIVERSE MARKETPLACE,LONG ISLAND CITY,11101,POINT (-73.921369265 40.756306816),3414 STEINWAY STREET,food universe marketplace,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKETPLACE+3414+STEINWAY+STREET+LONG+ISLAND+CITY+,40.75630682,-73.92136927,Astoria
KINGS,732061,ABC,4118 MEAT & PRODUCE CORP,FOOD UNIVERSE MARKETPLACE,BROOKLYN,11232,POINT (-74.010035048 40.652475404),4118 3RD AVENUE,food universe marketplace,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKETPLACE+4118+3RD+AVENUE+BROOKLYN+,40.6524754,-74.01003505,Sunset Park
KINGS,718316,AC,IDREES DELI ON THE BAY CORP,IDREES DELI ON THE BAY,BROOKLYN,11235,POINT (-73.932865464 40.584336818),3191 EMMONS AVE,idrees deli on the bay,No,Yes,https://www.google.com/maps/search/?api=1&query=IDREES+DELI+ON+THE+BAY+3191+EMMONS+AVE+BROOKLYN+,40.58433682,-73.93286546,Sheepshead Bay
BRONX,703339,AC,SKYLIGHT HOLDINGS INC,FOOD UNIVERSE MARKETPLACE,BRONX,10458,POINT (-73.891890614 40.864368994),312 EAST 194TH STREET,food universe marketplace,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKETPLACE+312+EAST+194TH+STREET+BRONX+,40.86436899,-73.89189061,Fordham
QUEENS,637521,AC,MET-SUNNYSIDE INC,FOOD UNIVERSE MARKETPLACE,SUNNYSIDE,11104,POINT (-73.919882483 40.74520771),44-07 43RD AVE,food universe marketplace,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKETPLACE+44-07+43RD+AVE+SUNNYSIDE+,40.74520771,-73.91988248,Sunnyside
NEW YORK,725079,AC,47 ROCKEFELLER INC,47 ROCKEFELLER,NEW YORK,10036,POINT (-73.981731624 40.757798502),1196 AVE OF THE AMERICAS,47 rockefeller,No,Yes,https://www.google.com/maps/search/?api=1&query=47+ROCKEFELLER+1196+AVE+OF+THE+AMERICAS+NEW+YORK+,40.7577985,-73.98173162,Midtown
KINGS,613775,AC,PAK O AVENUE CORP,FOOD UNIVERSE MARKETPLACE,BROOKLYN,11204,POINT (-73.981404982 40.61063332),97 AVENUE O,food universe marketplace,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKETPLACE+97+AVENUE+O+BROOKLYN+,40.61063332,-73.98140498,Bensonhurst 
KINGS,749287,AC,IDREES MINI MART INC,IDREES MINI MART,BROOKLYN,11235,POINT (-73.953487712 40.579037569),104 WEST END AVE,idrees mini mart,No,Yes,https://www.google.com/maps/search/?api=1&query=IDREES+MINI+MART+104+WEST+END+AVE+BROOKLYN+,40.57903757,-73.95348771,Manhattan Beach
BRONX,608215,AC,1757 TJM FOOD CORP,FOOD UNIVERSE MARKETPLACE,BRONX,10473,POINT (-73.865222835 40.816866863),1757 RANDALL AVE,food universe marketplace,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKETPLACE+1757+RANDALL+AVE+BRONX+,40.81686686,-73.86522284,Soundview
BRONX,605037,AC,JD 248 FOOD CORP,FOOD UNIVERSE MARKETPLACE,BRONX,10457,POINT (-73.906881229 40.844621607),248 E 174TH ST,food universe marketplace,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+UNIVERSE+MARKETPLACE+248+E+174TH+ST+BRONX+,40.84462161,-73.90688123,Claremont
KINGS,758759,AC,457 FOOD CORP,FOODTOWN,BROOKLYN,11217,POINT (-73.982305533 40.686125979),457 ATLANTIC AVENUE,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+457+ATLANTIC+AVENUE+BROOKLYN+,40.68612598,-73.98230553,Boerum Hill
NEW YORK,725095,AC,MANHATTAN VILLE DELI GOURMET INC,MANHATTAN VILLE DELI GOURMET,NEW YORK,10027,POINT (-73.953836567 40.816395465),1437 AMSTERDAM AVE,manhattan ville deli gourmet,No,Yes,https://www.google.com/maps/search/?api=1&query=MANHATTAN+VILLE+DELI+GOURMET+1437+AMSTERDAM+AVE+NEW+YORK+,40.81639547,-73.95383657,Harlem
BRONX,604037,AC,ILIANA DELI GROCERY LLC,ILIANA DELI GROCERY,BRONX,10453,POINT (-73.910696085 40.848552888),25 E 176TH ST,iliana deli grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=ILIANA+DELI+GROCERY+25+E+176TH+ST+BRONX+,40.84855289,-73.91069609,Mount Hope
NEW YORK,725246,ACH,PICKLE GUYS INC,PICKLE GUYS,NEW YORK,10002,POINT (-73.989081631 40.716506858),357 GRAND STREET,pickle guys,No,Yes,https://www.google.com/maps/search/?api=1&query=PICKLE+GUYS+357+GRAND+STREET+NEW+YORK+,40.71650686,-73.98908163,Lower East Side
KINGS,618810,A,B&S GROCERY CORP,FOOD VILLAGE SUPERMARKT,BROOKLYN,11230,POINT (-73.956928735 40.618487164),1805 AVENUE M,food village supermarkt,No,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+VILLAGE+SUPERMARKT+1805+AVENUE+M+BROOKLYN+,40.61848716,-73.95692874,Midwood
BRONX,748665,AC,ILIYAS GOURMET DELI 1 INC,ILIYAS GOURMET DELI 1,BRONX,10461,POINT (-73.829770402 40.851893286),3211 WESTCHESTER AVE,iliyas gourmet deli,No,Yes,https://www.google.com/maps/search/?api=1&query=ILIYAS+GOURMET+DELI+1+3211+WESTCHESTER+AVE+BRONX+,40.85189329,-73.8297704,Pelham Bay
KINGS,743448,AC,SEVEN SEAS GEORGETOWNE LLC,FOOD WAY,BROOKLYN,11234,POINT (-73.91582824 40.625968557),2149 RALPH AVE,food way,No,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+WAY+2149+RALPH+AVE+BROOKLYN+,40.62596856,-73.91582824,Bergen Beach
BRONX,758917,AC,ILUSION DELI GROCERY CORP,ILUSION DELI GROCERY,BRONX,10454,POINT (-73.913181654 40.807384123),662 EAST 141ST ST,ilusion deli grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=ILUSION+DELI+GROCERY+662+EAST+141ST+ST+BRONX+,40.80738412,-73.91318165,Mott Haven
QUEENS,758640,AC,HJ MART INC,FOOD WORLD,JAMAICA,11434,POINT (-73.792619081 40.682350198),119-24 SUTPHIN BLVD,food world,No,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+WORLD+119-24+SUTPHIN+BLVD+JAMAICA+,40.6823502,-73.79261908,South Jamaica (JAMAICA)
BRONX,604942,AC,MORRIS PARK SUPERMARKET FOOD CORP,BIG DEAL SUPERMARKET,BRONX,10462,POINT (-73.855703927 40.848182994),1018 MORRIS PARK AVE,big deal supermarket,No,Yes,https://www.google.com/maps/search/?api=1&query=BIG+DEAL+SUPERMARKET+1018+MORRIS+PARK+AVE+BRONX+,40.84818299,-73.85570393,Morris Park
QUEENS,730937,AC,IMPERIAL DELI GROCERY INC,IMPERIAL DELI,OZONE PARK,11416,POINT (-73.864355308 40.683538318),94-02 75TH STREET,imperial deli,No,Yes,https://www.google.com/maps/search/?api=1&query=IMPERIAL+DELI+94-02+75TH+STREET+OZONE+PARK+,40.68353832,-73.86435531,Ozone Park
KINGS,743106,AC,FOOD YOU DESIRE CORP,FOOD YOU DESIRE,BROOKLYN,11209,POINT (-74.027908954 40.619314541),8917 5TH AVE,food you desire,No,Yes,https://www.google.com/maps/search/?api=1&query=FOOD+YOU+DESIRE+8917+5TH+AVE+BROOKLYN+,40.61931454,-74.02790895,Bay Ridge
BRONX,711356,ACHD,FOODFEST DEPOT LLC,FOODFEST DEPOT,BRONX,10454,POINT (-73.920904153 40.803081398),500 E 132ND ST,foodfest depot,No,Yes,https://www.google.com/maps/search/?api=1&query=FOODFEST+DEPOT+500+E+132ND+ST+BRONX+,40.8030814,-73.92090415,Port Morris (MOTT HAVEN)
BRONX,607936,AC,JSR DELI INC,JSR DELI,BRONX,10462,POINT (-73.856283535 40.847916492),994 MORRIS PARK AVE,jsr deli,No,Yes,https://www.google.com/maps/search/?api=1&query=JSR+DELI+994+MORRIS+PARK+AVE+BRONX+,40.84791649,-73.85628354,Morris Park
KINGS,748680,ACHD,MARNOCK LLC,FOODSAVER NY,BROOKLYN,11236,POINT (-73.917899911 40.642914502),402 EAST 83RD STREET,foodsaver ny,No,Yes,https://www.google.com/maps/search/?api=1&query=FOODSAVER+NY+402+EAST+83RD+STREET+BROOKLYN+,40.6429145,-73.91789991,Canarsie
KINGS,731973,AC,IN & OUT DELI & GRILL I CORP,IN & OUT DELI & GRILL I,BROOKLYN,11224,POINT (-73.990971164 40.575828431),2328 MERMAID AVE.,in out deli grill i,No,Yes,https://www.google.com/maps/search/?api=1&query=IN+&+OUT+DELI+&+GRILL+I+2328+MERMAID+AVE.+BROOKLYN+,40.57582843,-73.99097116,Coney Island
KINGS,733791,AC,1949 FOOD CORP,FOODTOWN,BROOKLYN,11223,POINT (-73.985429804 40.598911229),1949 STILLWELL AVENUE,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+1949+STILLWELL+AVENUE+BROOKLYN+,40.59891123,-73.9854298,Gravesend
BRONX,759153,AC,IN & OUT DELI 1 & GROCERY INC,IN & OUT DELI 1 & GROCERY,BRONX,10456,POINT (-73.902596484 40.836105007),3742 3RD AVE,in out deli 1 grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=IN+&+OUT+DELI+1+&+GROCERY+3742+3RD+AVE+BRONX+,40.83610501,-73.90259648,Morrisania
NEW YORK,725281,A,ABC MART NC,ABC MART,NEW YORK,10031,POINT (-73.951489634 40.825469462),3505 BROADWAY,abc mart,No,Yes,https://www.google.com/maps/search/?api=1&query=ABC+MART+3505+BROADWAY+NEW+YORK+,40.82546946,-73.95148963,Harlem
QUEENS,632649,AC,REGO PARK AJ MET INC,FOODTOWN,REGO PARK,11374,POINT (-73.859493804 40.731515913),97-36 63RD RD,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+97-36+63RD+RD+REGO+PARK+,40.73151591,-73.8594938,Rego Park
QUEENS,632081,ABC,SWF FOOD CORP,FOODTOWN,JACKSON HEIGHTS,11372,POINT (-73.889697657 40.749073066),76-10 37TH AVE,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+76-10+37TH+AVE+JACKSON+HEIGHTS+,40.74907307,-73.88969766,Jackson Heights
QUEENS,631774,ABC,JCA FOOD CORP,FOODTOWN,JAMAICA,11432,POINT (-73.807109759 40.714149615),84-05 PARSONS BLVD.,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+84-05+PARSONS+BLVD.+JAMAICA+,40.71414962,-73.80710976,Jamaica Hills
NEW YORK,725366,AC,153 J AND J FOOD MARKET CORP,153 J AND J FOOD MARKET,NEW YORK,10029,POINT (-73.949210008 40.787780527),153 EAST 99TH STREET,153 j and j food market,No,Yes,https://www.google.com/maps/search/?api=1&query=153+J+AND+J+FOOD+MARKET+153+EAST+99TH+STREET+NEW+YORK+,40.78778053,-73.94921001,East Harlem
KINGS,723811,AC,INDULGE GRILL GOURMET INC,INDULGE GRILL GOURMET,BROOKLYN,11220,POINT (-74.014634785 40.64478748),5304 4TH AVE,indulge grill gourmet,No,Yes,https://www.google.com/maps/search/?api=1&query=INDULGE+GRILL+GOURMET+5304+4TH+AVE+BROOKLYN+,40.64478748,-74.01463479,Sunset Park
KINGS,716862,AC,INES DELI GROCERY CORP,INES DELI GROCERY,BROOKLYN,11237,POINT (-73.908820382 40.696011135),449 IRVING AVE,ines deli grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=INES+DELI+GROCERY+449+IRVING+AVE+BROOKLYN+,40.69601114,-73.90882038,Bushwick
KINGS,618945,AC,ESPINAL CARLOS,INFANTE GROCERY,BROOKLYN,11237,POINT (-73.92538143 40.705052442),342 JEFFERSON ST,infante grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=INFANTE+GROCERY+342+JEFFERSON+ST+BROOKLYN+,40.70505244,-73.92538143,Bushwick
KINGS,725293,AC,INLET MARKET CORP,INLET MARKET,BROOKLYN,11221,POINT (-73.941785485 40.686375383),416 MONROE STREET,inlet market,No,Yes,https://www.google.com/maps/search/?api=1&query=INLET+MARKET+416+MONROE+STREET+BROOKLYN+,40.68637538,-73.94178549,Bed-Stuy
KINGS,741818,AC,INNER MARKET CORP,INNER MARKET,BROOKLYN,11216,POINT (-73.943585332 40.682402822),437 TOMPKINS AVE,inner market,No,Yes,https://www.google.com/maps/search/?api=1&query=INNER+MARKET+437+TOMPKINS+AVE+BROOKLYN+,40.68240282,-73.94358533,Bed-Stuy
KINGS,619451,AC,159-MP CORP,FOODTOWN,BROOKLYN,11211,POINT (-73.959567442 40.715342402),159 N 3RD ST,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+159+N+3RD+ST+BROOKLYN+,40.7153424,-73.95956744,Williamsburg
NEW YORK,725392,AC,SPRINGS FINEST DELI CORP,SPRINGS FINEST DELI,NEW YORK,10013,POINT (-74.009296016 40.725898194),322 SPRING STREET,springs finest deli,No,Yes,https://www.google.com/maps/search/?api=1&query=SPRINGS+FINEST+DELI+322+SPRING+STREET+NEW+YORK+,40.72589819,-74.00929602,Hudson Square
KINGS,612219,ABC,632 VANDERBILT FOOD CORP,FOODTOWN,BROOKLYN,11238,POINT (-73.969208893 40.677294135),632 VANDERBILT AVE,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+632+VANDERBILT+AVE+BROOKLYN+,40.67729414,-73.96920889,Prospect Heights
BRONX,605866,ABC,KINGSBRIDGE MARKETPLACE CORP,FOODTOWN,BRONX,10463,POINT (-73.905265701 40.878598113),5555 BROADWAY,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+5555+BROADWAY+BRONX+,40.87859811,-73.9052657,Kingsbridge
BRONX,604870,AC,MADDAJ A&J INC,FOODTOWN,BRONX,10469,POINT (-73.858434751 40.865346953),1000 ALLERTON AVE,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+1000+ALLERTON+AVE+BRONX+,40.86534695,-73.85843475,Allerton
BRONX,600951,AC,1489 FOOD CORP,FOODTOWN,BRONX,10462,POINT (-73.861456846 40.837345738),1477-1489 WEST AVE,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+1477-1489+WEST+AVE+BRONX+,40.83734574,-73.86145685,Parkchester
BRONX,724122,AC,JAITEH KABA LLC,INTERNATIONAL FOOD MARKET,BRONX,10472,POINT (-73.878835968 40.825876487),1514 WATSON AVE,international food market,No,Yes,https://www.google.com/maps/search/?api=1&query=INTERNATIONAL+FOOD+MARKET+1514+WATSON+AVE+BRONX+,40.82587649,-73.87883597,Soundview
KINGS,610606,ABC,9105 K FOOD LLC,FOODTOWN #587,BROOKLYN,11209,POINT (-74.032290258 40.620072391),9105 3RD AVE,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+#587+9105+3RD+AVE+BROOKLYN+,40.62007239,-74.03229026,Bay Ridge
KINGS,619825,AC,DVINE TASTE INC,INTERNATIONAL GOURMET,BROOKLYN,11215,POINT (-73.977013702 40.672600814),150 7TH AVE,international gourmet,No,Yes,https://www.google.com/maps/search/?api=1&query=INTERNATIONAL+GOURMET+150+7TH+AVE+BROOKLYN+,40.67260081,-73.9770137,Park Slope
KINGS,615589,ABC,382 MCDONALD LLC,FOODTOWN #589,BROOKLYN,11218,POINT (-73.980005288 40.644685934),382 MCDONALD AVE,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+#589+382+MCDONALD+AVE+BROOKLYN+,40.64468593,-73.98000529,Kensington
QUEENS,757647,AC,INTERNATIONAL MINI MARKET NYC CORP,INTERNATIONAL MINI MARKET NYC,JAMAICA,11435,POINT (-73.810833503 40.702265962),144-17 JAMAICA AVENUE,international mini market nyc,No,Yes,https://www.google.com/maps/search/?api=1&query=INTERNATIONAL+MINI+MARKET+NYC+144-17+JAMAICA+AVENUE+JAMAICA+,40.70226596,-73.8108335,Jamaica
KINGS,614000,AC,1420 FOOD LLC,FOODTOWN #602,BROOKLYN,11216,POINT (-73.944189331 40.679982757),1420 FULTON ST,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+#602+1420+FULTON+ST+BROOKLYN+,40.67998276,-73.94418933,Bed-Stuy
BRONX,731565,AC,INTERVALE DELI CORP,INTERVALE DELI,BRONX,10459,POINT (-73.897210692 40.826265617),1103 INTERVALE AVE,intervale deli,No,Yes,https://www.google.com/maps/search/?api=1&query=INTERVALE+DELI+1103+INTERVALE+AVE+BRONX+,40.82626562,-73.89721069,Longwood
BRONX,743035,AC,INTERVALE DELI FOOD CORP,INTERVALE DELI FOOD,BRONX,10459,POINT (-73.896667377 40.823388109),1006 INTERVALE AVE,intervale deli food,No,Yes,https://www.google.com/maps/search/?api=1&query=INTERVALE+DELI+FOOD+1006+INTERVALE+AVE+BRONX+,40.82338811,-73.89666738,Longwood
NEW YORK,725415,AC,197 8TH AVE DELI CORP,ADAM'S MARKETPLACE,NEW YORK,10011,POINT (-73.999953379 40.743602114),197 8TH AVENUE,adams marketplace,No,Yes,https://www.google.com/maps/search/?api=1&query=ADAM'S+MARKETPLACE+197+8TH+AVENUE+NEW+YORK+,40.74360211,-73.99995338,Chelsea
NEW YORK,725426,AC,HIGHLINE DELI II CORP,HIGHLINE DELI II,NEW YORK,10002,POINT (-73.993105113 40.715389089),83 CANAL STREET,highline deli ii,No,Yes,https://www.google.com/maps/search/?api=1&query=HIGHLINE+DELI+II+83+CANAL+STREET+NEW+YORK+,40.71538909,-73.99310511,Chinatown
BRONX,607007,A,FRASCA ROSA,ROSA FRASCA GROCERY,BRONX,10461,POINT (-73.8550809 40.848465255),1028 MORRIS PARK AVE,rosa frasca grocery,No,Yes,https://www.google.com/maps/search/?api=1&query=ROSA+FRASCA+GROCERY+1028+MORRIS+PARK+AVE+BRONX+,40.84846526,-73.8550809,Morris Park
KINGS,617416,AC,1966 K FOOD LLC,FOODTOWN #603,BROOKLYN,11234,POINT (-73.918712369 40.629732954),1958 RALPH AVE,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+#603+1958+RALPH+AVE+BROOKLYN+,40.62973295,-73.91871237,Flatlands
BRONX,604092,AC,C MARKET FOOD CORP,FOODTOWN #647,BRONX,10467,POINT (-73.863288208 40.882333843),3734-36 WHITE PLAINS RD,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+#647+3734-36+WHITE+PLAINS+RD+BRONX+,40.88233384,-73.86328821,Williamsbridge
BRONX,600992,ABC,283 FOOD LLC,FOODTOWN 582,BRONX,10467,POINT (-73.878878045 40.873533013),283 E 204TH ST,foodtown,Yes,Yes,https://www.google.com/maps/search/?api=1&query=FOODTOWN+582+283+E+204TH+ST+BRONX+,40.87353301,-73.87887805,Norwood
