County,License Number,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,City,Zip Code,Square Footage,Georeference,Full Address,Normalized DBA Name,Is Chain Store,Is Grocery Store
QUEENS,745921,AC,BUZZANCAS BAKERY 90TH ST INC,BUZZANCAS BAKERY,37-49,90TH ST,,JACKSON HEIGHTS,11372,1200,POINT (-73.876480066 40.749079814),37-49 90TH ST,buzzancas bakery,No,No
QUEENS,637197,AC,SARMAN FOOD CORP,C TOWN SUPERMARKET,108-79,ROOSEVELT AVE,,CORONA,11368,5000,POINT (-73.856163339 40.751620955),108-79 ROOSEVELT AVE,c town supermarket,Yes,Yes
BRONX,724308,AC,BWAY DELI FOOD CORP,BWAY DELI FOOD,5219A,BROADWAY,,BRONX,10463,1500,POINT (-73.909511386 40.875017615),5219A BROADWAY,bway deli food,No,Yes
QUEENS,632836,ABC,LYF MEAT&PRODUCE CORP,C TOWN SUPERMARKET,40-12,28TH AVE,,ASTORIA,11103,20000,POINT (-73.913125412 40.765068084),40-12 28TH AVE,c town supermarket,Yes,Yes
KINGS,734090,AC,BYRON DELI GROCERY CORP,BYRON DELI GROCERY,479,CENTRAL AVENUE,,BROOKLYN,11221,500,POINT (-73.913358596 40.69152162),479 CENTRAL AVENUE,byron deli grocery,No,Yes
QUEENS,630709,ABC,74-39 MEAT CORP,C TOWN SUPERMARKET,74-39,JAMAICA AVE,,WOODHAVEN,11421,10000,POINT (-73.866854037 40.691675302),74-39 JAMAICA AVE,c town supermarket,Yes,Yes
QUEENS,742025,AC,C & C INTERNATIONAL DELI GROCERY CORP,C & C INTERNATIONAL DELI GROCERY,98-20,41ST AVENUE,,CORONA,11368,1500,POINT (-73.865702364 40.747735314),98-20 41ST AVENUE,c c international deli grocery,No,Yes
NEW YORK,622566,ABC,G10 1016 CORP,C TOWN SUPERMARKET,1016,ST NICHOLAS AVE,,NEW YORK,10032,12000,POINT (-73.93957392 40.835103998),1016 ST NICHOLAS AVE,c town supermarket,Yes,Yes
BRONX,709303,AC,C & T DELI GROCERY STORE INC,C & T DELI GROCERY STORE,2275,WASHINGTON AVE,,BRONX,10457,,POINT (-73.893455432 40.855087461),2275 WASHINGTON AVE,c t deli grocery store,No,Yes
KINGS,717816,A,C & Y GROCERY INC,C & Y GROCERY,777,46TH ST  FL1,,BROOKLYN,11220,800,POINT (-74.001568404 40.643602908),777 46TH ST  FL1,c y grocery,No,Yes
NEW YORK,622661,AC,C AND K FISH MARKET CORP,C AND K FISH MARKET,1352,ST NICHOLAS AVE,,NEW YORK,10033,1400,POINT (-73.93517778 40.847060783),1352 ST NICHOLAS AVE,c and k fish market,No,No
KINGS,717584,AC,C B DELI GROCERY CORP,C B DELI GROCERY,194,KINGSLAND AVE,,BROOKLYN,11222,,POINT (-73.941148293 40.723501849),194 KINGSLAND AVE,c b deli grocery,No,Yes
KINGS,748040,AC,C DELI & JUICE BAR CORP,C DELI & JUICE BAR,145,COURT STREET - STORE A,,BROOKLYN,11201,1600,POINT (-73.992416036 40.689285915),145 COURT STREET - STORE A,c deli juice bar,No,Yes
KINGS,616705,AC,953 MANHATTAN FOOD CORP,C TOWN SUPERMARKET,953,MANHATTAN AVE,,BROOKLYN,11222,12000,POINT (-73.954702082 40.731877843),953 MANHATTAN AVE,c town supermarket,Yes,Yes
NEW YORK,743051,AC,C T SEAFOOD MARTS INC,C T SEAFOOD MARTS,249,GRAND ST,,NEW YORK,10002,2500,POINT (-73.994112198 40.718132989),249 GRAND ST,c t seafood marts,No,No
KINGS,610300,AC,KIDS AM INC,C TOWN SUPERMARKET,330,GRAHAM AVE,,BROOKLYN,11211,5000,POINT (-73.944154463 40.714101377),330 GRAHAM AVE,c town supermarket,Yes,Yes
BRONX,607910,ABCK,NEW ERA FOODS ONE INC,C TOWN SUPERMARKET,668,CRESCENT AVE,,BRONX,10458,7000,POINT (-73.88574559 40.854099906),668 CRESCENT AVE,c town supermarket,Yes,Yes
BRONX,606816,ACD,M&L MEAT MARKET LLC,C TOWN SUPERMARKETS,3970,LACONIA AVE,,BRONX,10466,2500,POINT (-73.849148105 40.884070029),3970 LACONIA AVE,c town supermarkets,No,Yes
KINGS,616819,ABC,FPL FOODS INC,C TOWN-LA BELLA MKTPLC,7907,13TH AVE,,BROOKLYN,11228,12000,POINT (-74.009852826 40.617784132),7907 13TH AVE,c townla bella mktplc,No,Yes
KINGS,708821,AC,C W SEAFOOD & MEAT MARKET INC,C W SEAFOOD & MEAT MARKET,5707,8TH AVE,,BROOKLYN,11220,6500,POINT (-74.007890454 40.636904594),5707 8TH AVE,c w seafood meat market,No,No
QUEENS,744447,AC,HEMPSTEAD AVENUE FOOD LLC,C-TOWN,218-51,HEMPSTEAD AVENUE,,QUEENS VILLAGE,11429,7500,POINT (-73.73630665 40.713708685),218-51 HEMPSTEAD AVENUE,ctown,Yes,Yes
BRONX,721868,AC,PONGO FOOD CORP,C-TOWN,3690,THIRD AVENUE,,BRONX,10456,6000,POINT (-73.90340802 40.834918046),3690 THIRD AVENUE,ctown,Yes,Yes
KINGS,614216,ABC,BILLY BOY FOOD CORP,C-TOWN,130,HAVEMEYER ST,,BROOKLYN,11211,10000,POINT (-73.957199386 40.712373616),130 HAVEMEYER ST,ctown,Yes,Yes
NEW YORK,749936,A,C T SEAFOOD MARTS CORP,C.T. SEAFOOD MARTS,247,GRAND ST,,NEW YORK,10002,2000,POINT (-73.99424941 40.718163583),247 GRAND ST,ct seafood marts,No,No
QUEENS,760262,AC,MUSE GARDENS LLC,C-TOWN FRESH,58-02,METROPALITAN AVE,,RIDGEWOOD,11385,900,POINT (-73.905737267 40.712522436),58-02 METROPALITAN AVE,ctown fresh,No,Yes
BRONX,747814,AC,C&A DELI MART CORP,C&A DELI MART,966,WOODMANSTEN PL.,,BRONX,10462,600,POINT (-73.860443138 40.854854403),966 WOODMANSTEN PL.,ca deli mart,No,Yes
QUEENS,634735,AC,C&A SUPERMARKET INC,C&A SUPERMARKET,41-41,KISSENA BLVD,,FLUSHING,11355,15000,POINT (-73.828180271 40.75790382),41-41 KISSENA BLVD,ca supermarket,No,Yes
KINGS,736104,AC,C&B DELI GROCERY CORP,C&B DELI GROCERY,4002,8TH AVENUE,,BROOKLYN,11232,1200,POINT (-73.998106846 40.646712552),4002 8TH AVENUE,cb deli grocery,No,Yes
BRONX,755536,AC,C&C DELI AND MINI MART INC,C&C DELI AND MINI MART,1513,WESTCHESTER AVE,,BRONX,10472,1400,POINT (-73.879524541 40.828714054),1513 WESTCHESTER AVE,cc deli and mini mart,No,Yes
NEW YORK,757705,AC,J&T NANDA CORP,C-TOWN FRESH MARKET,1660,MADISON AVENUE,,NEW YORK,10029,4000,POINT (-73.947674275 40.796384886),1660 MADISON AVENUE,ctown fresh market,Yes,Yes
NEW YORK,756859,AC,GIO AVENUE C INC,C-TOWN SUPERMARKET,188,AVENUE C,,NEW YORK,10009,16000,POINT (-73.9762424 40.726779425),188 AVENUE C,ctown supermarket,Yes,Yes
NEW YORK,745486,AC,2395 CDM MEAT & PRODUCE CORP,C-TOWN SUPERMARKET,2395,FREDERICK DOUGLASS BLVD,,NEW YORK,10027,7300,POINT (-73.94968149 40.812536143),2395 FREDERICK DOUGLASS BLVD,ctown supermarket,Yes,Yes
KINGS,748197,AC,C&Q FARM MARKET INC,C&Q FARM MARKET,5321,8TH AVE,,BROOKLYN,11220,1500,POINT (-74.005776455 40.638938672),5321 8TH AVE,cq farm market,No,Yes
BRONX,760050,A,C&S AFRICAN-CARIBBEAN SUPERMARKET LLC,C&S AFRICAN-CARIBBEAN SUPERMARKET,3535,WHITE PLAINS RD,,BRONX,10467,700,POINT (-73.866183401 40.878500715),3535 WHITE PLAINS RD,cs africancaribbean supermarket,No,Yes
KINGS,741811,AC,2869 MEAT & PRODUCE CORP,C-TOWN SUPERMARKET,2869,FULTON STREET,,BROOKLYN,11207,5000,POINT (-73.888456465 40.678843363),2869 FULTON STREET,ctown supermarket,Yes,Yes
BRONX,738785,AC,C&V DELI GROCERY CORP,C&V DELI GROCERY,1668,ZEREGA AVENUE,,BRONX,10462,700,POINT (-73.850881315 40.839827578),1668 ZEREGA AVENUE,cv deli grocery,No,Yes
BRONX,721919,AC,E&D 204 FOOD CORP,C-TOWN SUPERMARKET,264,E 204TH STREET,,BRONX,10458,7000,POINT (-73.884170127 40.874009733),264 E 204TH STREET,ctown supermarket,Yes,Yes
KINGS,671118,A,C&W GROCERY INC,C&W GROCERY,6603,11TH AVE,,BROOKLYN,11219,1100,POINT (-74.006559073 40.627844804),6603 11TH AVE,cw grocery,No,Yes
KINGS,746602,AC,CA DELI & GRILL CORP,CA DELI & GRILL,219,ST NICHOLAS AVENUE,,BROOKLYN,11237,700,POINT (-73.91439703 40.703424635),219 ST NICHOLAS AVENUE,ca deli grill,No,Yes
BRONX,710422,AC,KATONAH FOOD MARKET CORP,C-TOWN SUPERMARKET,4265,KATONAH AVE,,BRONX,10470,4000,POINT (-73.867322585 40.897382419),4265 KATONAH AVE,ctown supermarket,Yes,Yes
KINGS,723000,AC,CABA DELI GROCERY CORPORATION,CABA DELI GROCERY,1419,E NEW YORK AVENUE,,BROOKLYN,11212,2000,POINT (-73.915651298 40.670316243),1419 E NEW YORK AVENUE,caba deli grocery,No,Yes
QUEENS,719015,AC,CABRERAS DELI GROCERY INC,CABRERAS DELI GROCERY,108-06,39TH AVE,,CORONA,11368,700,POINT (-73.85890003 40.751512368),108-06 39TH AVE,cabreras deli grocery,No,Yes
BRONX,608800,AC,CACAO DELI GROCERY CORP,CACAO DELI GROCERY,918,FAILE ST #1,,BRONX,10474,1200,POINT (-73.8879103 40.820448324),918 FAILE ST #1,cacao deli grocery,No,Yes
BRONX,605014,ABCK,MR SUPER FOOD CORP,C-TOWN SUPERMARKET,30,E 198TH ST,,BRONX,10468,10000,POINT (-73.892285653 40.870821509),30 E 198TH ST,ctown supermarket,Yes,Yes
BRONX,606151,AC,CACHET DELI FOOD CORP,CACHET DELI FOOD,1425,MACOMBS RD,,BRONX,10452,800,POINT (-73.917814081 40.841281293),1425 MACOMBS RD,cachet deli food,No,Yes
NEW YORK,760765,A,RA 22 PARK PLACE ENTERPRISES INC,CAFE,211,WEST 61ST STREET,,NEW YORK,10023,,POINT (-73.987553527 40.772145638),211 WEST 61ST STREET,cafe,No,No
BRONX,600246,ABC,564 GROCERY INC,C-TOWN SUPERMARKET,564,SOUTHERN BLVD,,BRONX,10455,8000,POINT (-73.902750627 40.812377851),564 SOUTHERN BLVD,ctown supermarket,Yes,Yes
KINGS,712233,ACHDK,GREEPOINT COFFEE ROASTING COMPANY LLC,CAFE GRUMPY,199,DIAMOND ST,,BROOKLYN,11222,6500,POINT (-73.948903062 40.729001342),199 DIAMOND ST,cafe grumpy,No,No
QUEENS,760425,AC,CAFENORTH FOOD CORP,CAFENORTH FOOD,215-05,NORTHERN BLVD STE 3,,BAYSIDE,11361,750,POINT (-73.767300078 40.760802366),215-05 NORTHERN BLVD STE 3,cafenorth food,No,Yes
NEW YORK,755628,AC,RAS 1 INC,C.P. YANG,281,COLUMBUS AVE,,NEW YORK,10023,800,POINT (-73.978039731 40.778140375),281 COLUMBUS AVE,cp yang,No,Yes
BRONX,731655,AC,C&C FARM BRONX INC,C&C FARM,681,ALLERTON AVE,,BRONX,10467,1800,POINT (-73.868044938 40.865575066),681 ALLERTON AVE,cc farm,No,Yes
BRONX,600155,AC,C&G ESPINOSA FOOD INC,C&G ESPINOSA,794,COURTLANDT AVE,,BRONX,10451,1500,POINT (-73.91652486 40.822649706),794 COURTLANDT AVE,cg espinosa,No,Yes
NEW YORK,623721,AC,C&S MART INC,C&S MART,373,1ST AVE,,NEW YORK,10010,2000,POINT (-73.979315792 40.736142262),373 1ST AVE,cs mart,No,Yes
KINGS,742009,AC,CALDERAS DELI GROCERY CORP,CALDERAS DELI GROCERY,386,CHAUNCEY ST,,BROOKLYN,11233,1500,POINT (-73.916539277 40.681567816),386 CHAUNCEY ST,calderas deli grocery,No,Yes
KINGS,747818,AC,CALDERON BROTHERS FRUIT MARKET INC,CALDERON BROTHERS FRUIT MARKET,272,KNICKERBOCKER AVE,,BROOKLYN,11237,2000,POINT (-73.924462271 40.702152304),272 KNICKERBOCKER AVE,calderon brothers fruit market,No,Yes
QUEENS,633334,AC,CALDWELL DELI CORP,CALDWELL DELI,69-50,CALDWELL AVE,,MASPETH,11378,1600,POINT (-73.892433007 40.7238787),69-50 CALDWELL AVE,caldwell deli,No,Yes
BRONX,744501,AC,CALI FRESH MARKET LLC,CALI FRESH MARKET,769,MORRIS PARK AVE,,BRONX,10462,1000,POINT (-73.863627507 40.845905086),769 MORRIS PARK AVE,cali fresh market,No,Yes
QUEENS,639018,A,CALIFORNIA DELI GROCERY CORP,CALIFORNIA DELI GROCERY,41-26,54TH ST,,WOODSIDE,11377,600,POINT (-73.910629365 40.744868871),41-26 54TH ST,california deli grocery,No,Yes
KINGS,709974,A,C&W DISCOUNT INC,C&W DISCOUNT,851,4TH AVE,,BROOKLYN,11232,1200,POINT (-74.001466229 40.656873095),851 4TH AVE,cw discount,No,Yes
NEW YORK,761273,AC,CALIFORNIA GRILL AND DELI CORP,CALIFORNIA GRILL AND DELI,1348-B,AMSTERDAM AVENUE,,NEW YORK,10027,1000,POINT (-73.955991135 40.814057584),1348-B AMSTERDAM AVENUE,california grill and deli,No,Yes
NEW YORK,760110,AC,CALL SANTO DOMINGO GROCERY CORP,CALL SANTO DOMINGO GROCERY,598,W 178TH ST,,NEW YORK,10033,2800,POINT (-73.934940991 40.847124947),598 W 178TH ST,call santo domingo grocery,No,Yes
BRONX,750994,AC,CA FOOD MART INC,CA FOOD MART,3706,3RD AVENUE,,BRONX,10456,,POINT (-73.903143068 40.835323772),3706 3RD AVENUE,ca food mart,No,Yes
BRONX,608135,AC,CACHEO FOOD CORP,CACHEO FOOD,1011,SHERIDAN AVE,,BRONX,10456,1500,POINT (-73.919657177 40.829344038),1011 SHERIDAN AVE,cacheo food,No,Yes
BRONX,747884,AC,CAMILA DELI MARKET LLC,CAMILA DELI MARKET,950,ANDERSON AVENUE,,BRONX,10452,1000,POINT (-73.928044529 40.830899217),950 ANDERSON AVENUE,camila deli market,No,Yes
BRONX,717253,AC,CAMILLA GROCERY STORE INC,CAMILLA GROCERY STORE,1665,BOSTON RD.,,BRONX,10460,1200,POINT (-73.889710817 40.83642398),1665 BOSTON RD.,camilla grocery store,No,Yes
NEW YORK,746864,AC,CAMILO ROSADO DELI GROCERY CORP,CAMILO ROSADO DELI GROCERY,2003,AMSTERDAM AVE,,NEW YORK,10032,2600,POINT (-73.940854759 40.834181444),2003 AMSTERDAM AVE,camilo rosado deli grocery,No,Yes
BRONX,719254,AC,CAMILOS DELI NO 2 CORP,CAMILOS DELI NO 2,610,CASTLE HILL AVE,,BRONX,10473,1200,POINT (-73.847747656 40.819430342),610 CASTLE HILL AVE,camilos deli no,No,Yes
RICHMOND,746706,AC,CAMPO VERDE FOOD MARKET CORP,CAMPO VERDE FOOD MARKET,568,RICHMOND RD,,STATEN ISLAND,10304,2000,POINT (-74.087421305 40.612808927),568 RICHMOND RD,campo verde food market,No,Yes
NEW YORK,706370,AC,1ST AVE FRUIT & VEGETABLE INC,CAFE DELI-CIOUS,485,1ST AVE,,NEW YORK,10016,3500,POINT (-73.976167801 40.740468079),485 1ST AVE,cafe delicious,Yes,Yes
RICHMOND,711382,AC,CAMPOS JUICE&BAGEL INC,CAMPOS BAGELS & DELI,3962,RICHMOND AVE,,STATEN ISLAND,10312,1000,POINT (-74.162877125 40.541534671),3962 RICHMOND AVE,campos bagels deli,No,Yes
KINGS,753948,AC,CAMPOS DELI GROCERY CORP,CAMPOS DELI GROCERY,2113,WEST 6TH STREET,,BROOKLYN,11223,1000,POINT (-73.9772318 40.59614386),2113 WEST 6TH STREET,campos deli grocery,No,Yes
KINGS,670253,AC,CAMPOS DELI GROCERY II CORP,CAMPOS DELI GROCERY II,7020,20TH AVE,,BROOKLYN,11204,1200,POINT (-73.989392181 40.613343022),7020 20TH AVE,campos deli grocery ii,No,Yes
NEW YORK,730095,AC,CAMPUS DELI AND GRILL INC,CAMPUS DELI AND GRILL,1606,AMSTERDAM AVE,,NEW YORK,10031,,POINT (-73.950473328 40.821626275),1606 AMSTERDAM AVE,campus deli and grill,No,Yes
BRONX,735844,AC,CANA ARRIBA GROCERY 2 INC,CANA ARRIBA GROCERY 2,3868,BARNES AVENUE,,BRONX,10467,800,POINT (-73.858756448 40.884583965),3868 BARNES AVENUE,cana arriba grocery,No,Yes
QUEENS,632110,ABCH,NORTHERN CANAAN BAKERY CORP,CANAAN BAKERY,160-13,NORTHERN BLVD,,FLUSHING,11358,1000,POINT (-73.804892327 40.762850568),160-13 NORTHERN BLVD,canaan bakery,No,No
BRONX,756093,AC,CANABACOA DELI GROCERY CORP,CANABACOA DELI GROCERY,1158,GERARD AVE.,,BRONX,10452,,POINT (-73.921044131 40.833906937),1158 GERARD AVE.,canabacoa deli grocery,No,Yes
NEW YORK,734959,A,PRAMUKH 345 INC,CANAL E SMOKE & CONVENIENCE,52,CANAL STREET,,NEW YORK,10002,1800,POINT (-73.991820334 40.714753908),52 CANAL STREET,canal e smoke convenience,No,No
NEW YORK,629360,AC,CHELSEA FRUIT&VEGETABLES INC,CAFE DELI-CIOUS,115,W 23RD ST,,NEW YORK,10011,0,POINT (-73.993341398 40.743303802),115 W 23RD ST,cafe delicious,Yes,Yes
NEW YORK,737655,AC,596 DELI CORP,CAFFE VENICE,596,THIRD AVENUE,,NEW YORK,10016,,POINT (-73.976067721 40.74885082),596 THIRD AVENUE,caffe venice,No,Yes
KINGS,742762,ACDK,VITA COFFEE LLC,CAFFE VITA,576,JOHNSON AVE,,BROOKLYN,11237,6000,POINT (-73.925213709 40.708796596),576 JOHNSON AVE,caffe vita,No,Yes
KINGS,749884,AC,OB FISH MARKET INC,CANARSIE FISH MARKET,1433,ROCKAWAY PKWY,,BROOKLYN,11236,1200,POINT (-73.902064149 40.64508311),1433 ROCKAWAY PKWY,canarsie fish market,No,No
BRONX,606782,ABCK,CAKE MASTERS LTD,CAKE MASTERS,1212,BROOK AVE,,BRONX,10456,3500,POINT (-73.909009981 40.831310265),1212 BROOK AVE,cake masters,No,Yes
KINGS,759641,AC,CANARSIE FOOD SUPERMARKET CORPORATION,CANARSIE FOOD SUPERMARKET,10421,GLENWOOD ROAD,,BROOKLYN,11236,5000,POINT (-73.896610464 40.64902734),10421 GLENWOOD ROAD,canarsie food supermarket,No,Yes
KINGS,729052,AC,CANARSIE GROCERY INC,CANARSIE GROCERY,1214,REMSEN AVE,,BROOKLYN,11236,1500,POINT (-73.905853105 40.639899993),1214 REMSEN AVE,canarsie grocery,No,Yes
KINGS,614340,AC,CONAD MEAT MARKET INC,CANARSIE MEAT MARKET,1435,ROCKAWAY PKWY,,BROOKLYN,11236,1200,POINT (-73.902026179 40.645049415),1435 ROCKAWAY PKWY,canarsie meat market,No,No
KINGS,715511,AC,CANARSIE ONE STOP MARKET CORP,CANARSIE ONE STOP MARKET,8702,AVENUE L,,BROOKLYN,11236,1500,POINT (-73.902457177 40.633893647),8702 AVENUE L,canarsie one stop market,No,Yes
BRONX,604815,AC,CALABRIA PORK STORE INC,CALABRIA PORK STORE,2338,ARTHUR AVE,,BRONX,10458,2000,POINT (-73.888633239 40.854111137),2338 ARTHUR AVE,calabria pork store,No,No
BRONX,743488,AC,CPR DELI & GROCERY CORP,CANCUN DELI GROCERY 1,908,EAST 163RD STREET,,BRONX,10459,500,POINT (-73.898015774 40.82086524),908 EAST 163RD STREET,cancun deli grocery,No,Yes
KINGS,737470,AC,CANDY & DELI CORP,CANDY & DELI,349B,WAVERLY AVE,,BROOKLYN,11238,1000,POINT (-73.96661042 40.687649306),349B WAVERLY AVE,candy deli,No,Yes
QUEENS,730717,AC,CANDY & GROCERY FOOD CORP,CANDY & GROCERY FOOD,97-21,ROOSEVELT AVE,,CORONA,11368,1500,POINT (-73.867720977 40.749475314),97-21 ROOSEVELT AVE,candy grocery food,No,Yes
KINGS,752204,AC,CANDY & NEWSSTAND CONVENIENCE INC,CANDY & NEWSSTAND CONVENIENCE,2835,86TH ST.,,BROOKLYN,11223,1000,POINT (-73.978036714 40.592586329),2835 86TH ST.,candy newsstand convenience,No,No
QUEENS,730660,A,M I TELECOM INC,CANDY GROCERY,37-70,74TH STREET,,JACKSON HEIGHTS,11372,500,POINT (-73.891595739 40.74703442),37-70 74TH STREET,candy grocery,No,Yes
KINGS,728402,AC,CANDY GROCERY LOTTO CORP,CANDY GROCERY LOTTO,8520,20TH AVENUE,,BROOKLYN,11214,1000,POINT (-73.998057392 40.605000598),8520 20TH AVENUE,candy grocery lotto,No,Yes
BRONX,609232,AC,CALIFORNIA FARMS FRIUT & VEGETABLES CORP,CALIFORNIA FARMS FRIUT & VEGETABLES,234,W 231ST ST,,BRONX,10463,1000,POINT (-73.906055695 40.879408769),234 W 231ST ST,california farms friut vegetables,No,Yes
QUEENS,670546,A,CALVINS MEAT MALL CORP,CALVINS MEAT MALL,226-11,MERRICK BLVD,,SPRINGFIELD GARDENS,11413,1200,POINT (-73.743387681 40.677276492),226-11 MERRICK BLVD,calvins meat mall,No,No
KINGS,746933,AC,CALZADO Y VARIEDADES TIPICOS JUANITA INC,CALZADO Y VARIEDADES TIPICOS JUANITA,1710,86TH STREET,,BROOKLYN,11214,1500,POINT (-74.004680353 40.608302648),1710 86TH STREET,calzado y variedades tipicos juanita,No,Yes
KINGS,758488,AC,CAMPBELL SISTERS DEUX LLC,CAMPBELL & CO,209,NASSAU AVE,,BROOKLYN,11222,,POINT (-73.944274659 40.725741745),209 NASSAU AVE,campbell co,Yes,Yes
KINGS,706764,AC,CAMPBELL SISTERS LLC,CAMPBELL & CO,502,LORIMER ST,,BROOKLYN,11211,1400,POINT (-73.94890893 40.71203264),502 LORIMER ST,campbell co,Yes,Yes
NEW YORK,744851,AC,CANTIFLAS MEXICAN DELI CORP,CANTIFLAS MEXICAN DELI,1916,3RD AVENUE,,NEW YORK,10029,,POINT (-73.945005813 40.79143948),1916 3RD AVENUE,cantiflas mexican deli,No,Yes
NEW YORK,760535,AC,CAPA DELI & GROCERY LLC,CAPA DELI & GROCERY,144,SHERMAN AVE,,NEW YORK,10034,1200,POINT (-73.923688873 40.864609303),144 SHERMAN AVE,capa deli grocery,No,Yes
BRONX,604387,AC,MNY DELI CORP,CAPRI DELI,159,EINSTEIN LOOP,,BRONX,10475,2000,POINT (-73.82233909 40.86411519),159 EINSTEIN LOOP,capri deli,No,Yes
KINGS,755648,AC,CANAAN DELI CORP,CANAAN DELI,187,YORK STREET,,BROOKLYN,11201,,POINT (-73.983352601 40.701497342),187 YORK STREET,canaan deli,Yes,Yes
QUEENS,756598,AC,CAPTAIN KIWI MARKET 1 CORP,CAPTAIN KIWI MARKET,169-30,JAMAICA AVE,,JAMAICA,11432,1800,POINT (-73.789670623 40.707037361),169-30 JAMAICA AVE,captain kiwi market,No,Yes
KINGS,613627,ABH,CAPUTO BAKERY INC,CAPUTO BAKERY,329,COURT ST,,BROOKLYN,11231,4200,POINT (-73.99550812 40.682861521),329 COURT ST,caputo bakery,No,No
KINGS,737391,AC,CANAAN DELI CORP,CANAAN DELI,191,YORK STREET,,BROOKLYN,11201,,POINT (-73.983178508 40.701490385),191 YORK STREET,canaan deli,Yes,Yes
KINGS,611795,AC,CANARSIE FOOD CENTER INC,CANARSIE FOOD CENTER,245,STANLEY AVE,,BROOKLYN,11207,2000,POINT (-73.897613107 40.653634076),245 STANLEY AVE,canarsie food center,No,Yes
KINGS,710718,A,CARE FAST PHARMACY INC,CARE FAST PHARMACY,3771,NOSTRAND AVE,,BROOKLYN,11235,2000,POINT (-73.940050851 40.591952405),3771 NOSTRAND AVE,care fast pharmacy,No,No
KINGS,728349,A,CAREWAY RX INC,CAREWAY PHARMACY,1174,FLATBUSH AVENUE,,BROOKLYN,11226,2000,POINT (-73.956832427 40.641507851),1174 FLATBUSH AVENUE,careway pharmacy,No,No
KINGS,616443,AC,CARIB FOOD MARKET INC,CARIB FOOD MARKET,1303,FULTON ST,,BROOKLYN,11216,4200,POINT (-73.949101462 40.680494597),1303 FULTON ST,carib food market,No,Yes
BRONX,751032,AC,CARIBBEAN DELI GROCERY CORP,CARIBBEAN DELI GROCERY,646,EAST 241ST ST.,,BRONX,10470,1300,POINT (-73.852148659 40.904073776),646 EAST 241ST ST.,caribbean deli grocery,No,Yes
RICHMOND,746026,AC,CANDY LAND LOS MEZAS INC,CANDY LAND LOS MEZAS,791,VAN DUZER ST,,STATEN ISLAND,10304,1500,POINT (-74.085699494 40.62028965),791 VAN DUZER ST,candy land los mezas,No,No
KINGS,708254,A,OCEAN AVE CANDY STORE CORP,CANDY STORE,2811,OCEAN AVE,,BROOKLYN,11229,500,POINT (-73.949977036 40.592910038),2811 OCEAN AVE,candy store,Yes,No
QUEENS,670664,ACDK,PSI MIDATLANTIC SEAFOOD INC,CARIBBEAN GROCERY & FISH M,152-20,ROCKAWAY BLVD,,JAMAICA,11434,4200,POINT (-73.785182365 40.671786932),152-20 ROCKAWAY BLVD,caribbean grocery fish m,No,Yes
QUEENS,724874,AC,BIENAIME BENET & MILOURDE,CARIBBEAN MINI MARKET,217-05,LINDEN BLVD,,CAMBRIA HEIGHTS,11411,1200,POINT (-73.742452261 40.696009877),217-05 LINDEN BLVD,caribbean mini market,No,Yes
NEW YORK,628629,AC,77 CANDY STORE LLC,CANDY STORE,77,WATER ST,,NEW YORK,10005,0,POINT (-74.008368055 40.704315966),77 WATER ST,candy store,Yes,No
KINGS,671642,AC,GV MEAT & PRODUCE CORP,CARIBBEAN SUPERMARKET,741,UTICA AVE,,BROOKLYN,11203,9000,POINT (-73.930501851 40.654754066),741 UTICA AVE,caribbean supermarket,No,Yes
BRONX,713202,AC,CYRIL POLETTE,CARIBBEAN VARIETY STORE AND FISH MARKET,1483,WESTCHESTER AVE,,BRONX,10472,1500,POINT (-73.880790208 40.828614184),1483 WESTCHESTER AVE,caribbean variety store and fish market,No,No
KINGS,615008,AC,FBM SALES CORP,CANDYMAN,4702,13TH AVE,,BROOKLYN,11219,750,POINT (-73.991169815 40.636144816),4702 13TH AVE,candyman,No,No
BRONX,600205,AC,CARINO DELI GROCERY CORP,CARINO GROCERY,643,E 182ND ST.,,BRONX,10457,1200,POINT (-73.888537769 40.851364891),643 E 182ND ST.,carino grocery,No,Yes
KINGS,611439,AC,MARTINEZ JUAN C,CARLITOS DELI GROCERY,290,ROGERS AVE,,BROOKLYN,11225,1200,POINT (-73.953761968 40.666333414),290 ROGERS AVE,carlitos deli grocery,No,Yes
QUEENS,758137,AC,CARLOS CARNICERIA DELI CORP,CARLOS CARNICERIA DELI,104-54,ROOSEVELT AVE,,CORONA,11368,2500,POINT (-73.859751464 40.750236726),104-54 ROOSEVELT AVE,carlos carniceria deli,No,Yes
BRONX,732005,AC,CARLOS DELI & GROCERY INC,CARLOS DELI & GROCERY,2118,WESTCHESTER AVE,,BRONX,10462,800,POINT (-73.853783213 40.83383963),2118 WESTCHESTER AVE,carlos deli grocery,No,Yes
RICHMOND,640762,AC,CARLOS FISH MARKET OF SI INC,CARLOS FISH MARKET,3852,RICHMOND AVE,,STATEN ISLAND,10312,800,POINT (-74.165076536 40.543879676),3852 RICHMOND AVE,carlos fish market,No,No
KINGS,725714,AC,CANDYMAVEN US LLC,CANDYMAVEN US,4819,16TH AVE,,BROOKLYN,11204,1200,POINT (-73.98525085 40.631096228),4819 16TH AVE,candymaven us,No,No
