County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
BRONX,737574,Store,AC,BOSTON RD MEAT MARKET PRODUCE CORP,BOSTON RD MEAT MARKET PRODUCE,1667,BOSTON RD,,,BRONX,NY,10460,,POINT (-73.889668991 40.836448539)
KINGS,737570,Store,AC,JEIG CORP,VITTORIAS MERCATO,166,BEDFORD AVE,,,BROOKLYN,NY,11249,,POINT (-73.957379932 40.718316511)
KINGS,737539,Store,AC,MC FRESH MARKET INC,MC FRESH MARKET,840,NOSTRAND AVE,,,BROOKLYN,NY,11225,3000,POINT (-73.950703495 40.669268756)
QUEENS,737538,Store,A,SKYVIEW DELI & GROCERY INC,SKYVIEW DELI & GROCERY,32-61,FRANCIS LEWIS BLVD,,,FLUSHING,NY,11358,1250,POINT (-73.790558015 40.767686549)
BRONX,737531,Store,AC,PARATPAR INC,WESTFIELD MARKET & DELI,3202,AMPERE AVENUE,,,BRONX,NY,10465,1700,POINT (-73.820951299 40.846147743)
KINGS,737525,Store,A,NEW XING MARKET CORP,NEW XING MARKET,4322,8TH AVE,,,BROOKLYN,NY,11232,2000,POINT (-74.000209614 40.644693938)
QUEENS,737506,Store,AC,BOLLA OPERATING CORP,KINGS BAISLEY C-STORE,168-07,BAISLEY BLVD,,,JAMAICA,NY,11434,1200,POINT (-73.775352321 40.680647274)
NEW YORK,737504,Store,AC,CHOPCHEESE DELI INC,CHOPCHEESE DELI,4234,B BROADWAY,,,NEW YORK,NY,10033,1000,POINT (-73.936411931 40.849312665)
KINGS,737502,Store,AC,BIG APPLE DELI & GRILL 3 CORP,BIG APPLE DELI & GRILL 3,4502,NEW UTRECHT AVE,,,BROOKLYN,NY,11219,800,POINT (-73.994488378 40.639967048)
RICHMOND,737500,Store,AC,RAMZI DELI CORP,RAMZI DELI,140,MORNING STAR RD,,,STATEN ISLAND,NY,10303,1200,POINT (-74.145937131 40.63461843)
QUEENS,737495,Store,AC,FIVE STAR DELI GROCERY AND GRILL CORP,FIVE STAR DELI GROCERY & GRILL,686,SENECA AVE,,,RIDGEWOOD,NY,11385,1200,POINT (-73.908050002 40.702902903)
BRONX,737492,Store,AC,MILO FISH & VEGETABLES CORP,MILO FISH & VEGETABLES,3618,WHITE PLAINS ROAD,,,BRONX,NY,10467,,POINT (-73.864785886 40.87963508)
BRONX,737487,Store,AC,GITTO LACONIA 4141 INC,GITTO FARMERS MARKET,4141,LACONIA AVE,,,BRONX,NY,10466,10000,POINT (-73.846991106 40.88817779)
QUEENS,737485,Store,AC,ASHLEY DELI GROCERY INC,ASHLEY DELI GROCERY,158-24,110TH AVENUE,,,JAMAICA,NY,11433,900,POINT (-73.791756124 40.692068455)
KINGS,737476,Store,ABC,TONYS BARGAINS & CLOSEOUTS INC,MIDEAST BAKERY & GROCERY,7808,3RD AVE,,,BROOKLYN,NY,11209,2000,POINT (-74.028933558 40.629092492)
BRONX,737474,Store,AC,MYG DELI CORP,MYG DELI,656,WERSTCHESTER AVE,,,BRONX,NY,10455,950,POINT (-73.908378321 40.81592545)
QUEENS,737472,Store,AC,RI SHENG GROCERY INC,RI SHENG GROCERY,60-02,MAIN STREET,,,FLUSHING,NY,11355,1000,POINT (-73.82573066 40.74308361)
KINGS,737470,Store,AC,CANDY & DELI CORP,CANDY & DELI,349B,WAVERLY AVE,,,BROOKLYN,NY,11238,1000,POINT (-73.96661042 40.687649306)
KINGS,737469,Store,AC,1066 RUTLAND DELI CORP,1066 RUTLAND DELI,1066,RUTLAND ROAD,,,BROOKLYN,NY,11212,1000,POINT (-73.924539384 40.663711471)
BRONX,737467,Store,AC,VEREDA MEXICAN DELI INC,VEREDA MEXICAN DELI,656,COURTLANDT AVE,,,BRONX,NY,10451,,POINT (-73.918263602 40.819077338)
NEW YORK,737447,Store,AC,CTAC HOLDINGS LLC,LI-LAC CHOCOLATES,500,WEST 33RD ST 4TH FL #430,,,NEW YORK,NY,10001,525,POINT (-73.99970925 40.753900121)
NEW YORK,737442,Store,AC,MANHATTAN HUT BAZAR INC,MANHATTAN HUT BAZAR,165,E 106TH STREET #B,,,NEW YORK,NY,10029,,POINT (-73.945222904 40.79198204)
QUEENS,737436,Store,AC,NEW HOQUE & SONS INC,NEW HOQUE & SONS,55-78,56TH STREET,,,MASPETH,NY,11378,1000,POINT (-73.914865159 40.726154973)
KINGS,737433,Store,A,JULIANS DISCOUNT STORE INC,JULIANS DISCOUNT STORE,260,UTICA AVE SUITE 2,,,BROOKLYN,NY,11213,6000,POINT (-73.931197884 40.669596782)
QUEENS,737428,Store,AC,LOS ANDES MEAT CORP,LOS ANDES MEAT,60-54,METROPOLITAN AVE,,,RIDGEWOOD,NY,11385,2100,POINT (-73.903465855 40.71269678)
KINGS,737425,Store,AC,GDF SPECIALTY INC,GDF SPECIALTY,1494,CONEY ISLAND AVE,,,BROOKLYN,NY,11230,2700,POINT (-73.964673865 40.621085428)
NEW YORK,737406,Store,AC,ALBISHARI KHALED,BASSEL DELI GROCERY,495,2ND AVE,,,NEW YORK,NY,10016,1000,POINT (-73.978863086 40.741005945)
KINGS,737391,Store,AC,CANAAN DELI CORP,CANAAN DELI,191,YORK STREET,,,BROOKLYN,NY,11201,,POINT (-73.983178508 40.701490385)
QUEENS,737387,Store,AC,DHABA PUNJABI & GROCERIES INC,DHABA PUNJABI & GROCERIES,113-11,101ST AVENUE,,,SOUTH RICHMOND HILL,NY,11419,,POINT (-73.830532066 40.68880823)
KINGS,737382,Store,A,6TH AVENUE MINI MARKET LLC,6TH AVENUE MINI MARKET,5601,6TH AVENUE,,,BROOKLYN,NY,11220,1500,POINT (-74.011581928 40.640261756)
QUEENS,737369,Store,AC,NY GIANT FARM INC,NEW GIANT FARM,211-14,HILLSIDE AVE,,,QUEENS VILLAGE,NY,11427,4000,POINT (-73.755113209 40.723898942)
NEW YORK,737367,Store,AC,DIAMOND STAR GROUP INC,THIRD AVE GARDEN,1616,3RD AVE,,,NEW YORK,NY,10128,,POINT (-73.951939239 40.7819414)
RICHMOND,737364,Store,ABC,BAGEL DEPOT OF S.I. CORP,BAGEL DEPOT OF S.I.,3459,RICHMOND ROAD,,,STATEN ISLAND,NY,10306,1800,POINT (-74.136195264 40.573117514)
KINGS,737352,Store,AC,LATE NIGHT 357 INC,LATE NIGHT STARS DELI,357,GRAHAM AVE,,,BROOKLYN,NY,11211,1600,POINT (-73.944638518 40.715116258)
BRONX,737351,Store,AC,JANDINGA DELI GROCERY CORP,JANDINGA DELI GROCERY,900,HOE AVENUE,,,BRONX,NY,10459,800,POINT (-73.890152962 40.821558382)
NEW YORK,737349,Store,AC,NUEZ DELI GROCERY CORP,NUEZ DELI GROCERY,1484,AMSTERDAM AVE,,,NEW YORK,NY,10031,,POINT (-73.953201973 40.817905213)
QUEENS,737335,Store,AC,SHABBZ CORP,7 ELEVEN STORE #27105C,58-20,FRANCIS LEWIS BLVD,,,OAKLAND GARDENS,NY,11364,2000,POINT (-73.774919845 40.741794619)
RICHMOND,737317,Store,AC,K&K DELI & GROCERIES INC,K&K DELI & GROCERIES,1150,HYLAN BLVD,,,STATEN ISLAND,NY,10305,3000,POINT (-74.081068744 40.598464599)
QUEENS,737315,Store,AC,BPP PARKER TOWER PROPERTY OWNER LLC,PARKER PANTRY,104-20,QUEENS BOULEVARD,,,FOREST HILLS,NY,11375,,POINT (-73.850075479 40.723704817)
RICHMOND,737290,Store,AC,MONSEY PLACE DELI & GROCERY INC,MONSEY PLACE DELI & GROCERY,950,RICHMOND AVE,,,STATEN ISLAND,NY,10314,1800,POINT (-74.149221831 40.624037115)
QUEENS,737288,Store,AC,YEMAN DISCOUNT DELI CORP,YEMAN DISCOUNT DELI,1401,CENTRAL AVENUE,,,FAR ROCKAWAY,NY,11691,,POINT (-73.750344661 40.606244137)
BRONX,737282,Store,AC,JAIVERY DELI GROCERY CORP,JAIVERY DELI GROCERY,907,SOUTHERN BLVD,,,BRONX,NY,10459,1000,POINT (-73.892933407 40.819749022)
NEW YORK,737279,Store,AC,1 COLUMBIA DELI INC,1 COLUMBIA DELI,1290,AMSTERDAM AVE,,,NEW YORK,NY,10027,2000,POINT (-73.957644968 40.811804529)
KINGS,737273,Store,AC,HAI BROTHERS HALAL MEAT CORP,HAI BROTHERS HALAL MEAT,1234,CONEY ISLAND AVE,,,BROOKLYN,NY,11230,300,POINT (-73.965921092 40.627607764)
KINGS,737267,Store,AC,LISA DELI & GROCERY 2019 CORP,LISA DELI & GROCERY,411,MYRTLE AVE,,,BROOKLYN,NY,11205,,POINT (-73.969372089 40.693242844)
KINGS,737261,Store,AC,ISLAND FISH MARKET INC,BOSTON FISH MARKET,2116,NOSTRAND AVE,,,BROOKLYN,NY,11210,2000,POINT (-73.947914165 40.633756896)
NEW YORK,737259,Store,AC,ITO INC,KIKKA@WHOLE FOODS UPPER WEST SIDE,808,COLUMBUS AVE,,,NEW YORK,NY,10025,150,POINT (-73.966554428 40.794654149)
NEW YORK,737258,Store,AC,ITO INC,KIKKA@WHOLE FOODS UPPER EAST SIDE,1551,3RD AVE,,,NEW YORK,NY,10128,,POINT (-73.953089488 40.779747395)
NEW YORK,737257,Store,AC,ITO INC,KIKKA@WHOLE FOODS MIDTOWN EAST,226,E 57TH ST,,,NEW YORK,NY,10022,200,POINT (-73.96624631 40.759540177)
QUEENS,737255,Store,A,NW ROSEDALE INC,NATIONAL WAREHOUSE,253-01,ROCKAWAY BLVD,,,ROSEDALE,NY,11422,37000,POINT (-73.738403802 40.637553395)
KINGS,737252,Store,AC,AGING YOUNG REBELS LLC,UPSTATE STOCK,2,BERRY ST.,,,BROOKLYN,NY,11249,1000,POINT (-73.955050099 40.722479006)
KINGS,737251,Store,AC,ITO INC,KIKKA@WHOLE FOODS BROOKLYN,214,3RD ST,,,BROOKLYN,NY,11215,400,POINT (-73.988523397 40.675191703)
QUEENS,737228,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR # 32296,133-40,79TH ST  #K,,,HOWARD BEACH,NY,11414,2000,POINT (-73.856959452 40.672013956)
KINGS,737227,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #07254,350,JUNIUS ST,,,BROOKLYN,NY,11212,3000,POINT (-73.902180406 40.666008238)
KINGS,737215,Store,AC,AAYM CORP,GREEK BAKALIKO,7615,5TH AVENUE,,,BROOKLYN,NY,11209,1000,POINT (-74.022983245 40.628240095)
RICHMOND,737214,Store,AC,SBF FISHERY INC,SBF FISHERY,4045,AMBOY ROAD,,,STATEN ISLAND,NY,10308,400,POINT (-74.15145192 40.549581591)
BRONX,737213,Store,AC,ARDO DELI GROCERY CORP,ARDO DELI GROCERY,1154,WASHINGTON AVE,,,BRONX,NY,10456,1200,POINT (-73.907712462 40.829546503)
RICHMOND,737212,Store,A,BOLLA OPERATING CORP,KINGS 1774 C-STORE,1774,VICTORY BLVD,,,STATEN ISLAND,NY,10314,,POINT (-74.122758905 40.612789062)
KINGS,737211,Store,AC,BOLLA OPERATING CORP,KINGS FLATBUSH EXT C-STORE,185,FLATBUSH AVE EXT,,,BROOKLYN,NY,11201,,POINT (-73.983528704 40.694671874)
KINGS,737198,Store,AC,S&O STAR DELI CORP,S&O STAR DELI,6602,BAY PKWY,,,BROOKLYN,NY,11204,,POINT (-73.982315927 40.613252665)
NEW YORK,737197,Store,AC,ELIMAR GROCERY & BAKERY CORP,ELIMAR GROCERY & BAKERY,129,EAST 110TH STREET,,,NEW YORK,NY,10029,,POINT (-73.944921575 40.795145538)
KINGS,737196,Store,A,MKMG DELI GROCERY INC,MKMG DELI GROCERY,19,SACKMAN STREET,,,BROOKLYN,NY,11233,800,POINT (-73.906044044 40.6787981)
KINGS,737189,Store,AC,A&M PROSPECT DELI 1 CORP,A&M PROSPECT DELI 1,212,PROSPECT PARK W,,,BROOKLYN,NY,11215,1200,POINT (-73.980580957 40.660379203)
BRONX,737188,Store,A,LUCKY CANDY & GROCERY CORP,LUCKY CANDY & GROCERY,918,FREEMAN STREET,,,BRONX,NY,10459,,POINT (-73.892141904 40.830005706)
RICHMOND,737186,Store,AC,778 MANOR ROAD MEAT LLC,SUPER FRESH,778,MANOR ROAD,,,STATEN ISLAND,NY,10314,8000,POINT (-74.121444623 40.607875213)
BRONX,737185,Store,AC,ROSELYN DELI GROCERY CORP,ROSELYN DELI GROCERY,698,BECK STREET,,,BRONX,NY,10455,,POINT (-73.900372933 40.814918573)
KINGS,737183,Store,AC,RW STAR DELI INC,ROYAL DELI GRILL,2024,CROPSEY AVE,,,BROOKLYN,NY,11214,1000,POINT (-74.002370049 40.599684166)
KINGS,737173,Store,AC,DEMU FISH & MEAT LLC,DEMU FISH & MEAT,763,FULTON STREET,,,BROOKLYN,NY,11217,3000,POINT (-73.974074253 40.686312728)
KINGS,737168,Store,AC,BEST 1 DELI & GROCERY INC,BEST 1 DELI & GROCERY,5,BRADFORD STREET,,,BROOKLYN,NY,11207,800,POINT (-73.893855668 40.679727821)
QUEENS,737167,Store,AC,CARNICERIA STOP 1 CORP,CARNICERIA STOP 1,9329,JAMAICA AVE,,,WOODHAVEN,NY,11421,2000,POINT (-73.851199492 40.69414482)
BRONX,737166,Store,AC,AMAYA GREEN DELI CORP,AMAYA GREEN DELI,219,EAST BURNSIDE AVE,,,BRONX,NY,10457,450,POINT (-73.902746017 40.852022493)
BRONX,737165,Store,AC,314 MATANZA DELI GROCERY #2 CORP,314 MATANZA DELI GROCERY #2,314,EAST 188TH STREET,,,BRONX,NY,10458,1000,POINT (-73.894999965 40.86052849)
KINGS,737158,Store,AC,M & S SUPERMARKET CORP,MET FOODS,3404,QUENTIN RD,,,BROOKLYN,NY,11234,5000,POINT (-73.937945903 40.613762075)
KINGS,737154,Store,AC,PORTOKALI MARKET CORP,PORTOKALI MARKET,1519,SHEEPSHEAD BAY RD,,,BROOKLYN,NY,11235,4000,POINT (-73.953414789 40.587337916)
QUEENS,737148,Store,AC,LIC BAGEL & DELI CORP,LIC BAGEL & DELI,41-04,27TH STREET,,,LONG ISLAND CITY,NY,11101,2500,POINT (-73.938563482 40.751743541)
KINGS,737139,Store,AC,BOBBY DELI & CONVINIENCE INC,BOBBY DELI & CONVINIENCE,6520,18TH AVENUE,,,BROOKLYN,NY,11204,1200,POINT (-73.99083236 40.618695999)
NEW YORK,737132,Store,A,PRIMO COFFEE INC,PRIMO COFFEE,,PENN STATION,,,NEW YORK,NY,10119,50,POINT (-74.001032 40.736644)
NEW YORK,737126,Store,AC,NEW 45 FARM INC,45 DELI,839,2ND AVE,,,NEW YORK,NY,10017,2000,POINT (-73.97105199 40.751721957)
QUEENS,737123,Store,AC,KOREPIA CORP,KOREPIA,150-51,NORTHERN BLVD,,,FLUSHING,NY,11354,500,POINT (-73.813338854 40.765288319)
RICHMOND,737116,Store,AC,RED BASKET MINI MARKET CORP,RED BASKET MINI MARKET,438,TARGEE ST,,,STATEN ISLAND,NY,10304,1000,POINT (-74.08491872 40.616322495)
KINGS,737113,Store,AC,764 RAFI DELI GROCERY INC,764 RAFI DELI GROCERY,764,SNEDIKER AVENUE,,,BROOKLYN,NY,11207,600,POINT (-73.897664991 40.655847946)
KINGS,737107,Store,A,Q&Y INC,Q&Y,122,AVENUE S,,,BROOKLYN,NY,11223,1200,POINT (-73.981071633 40.600741669)
QUEENS,737101,Store,A,NEW PARADISE GROCERY INC,NEW PARADISE GROCERY,81-38,BROADWAY,,,ELMHURST,NY,11373,1000,POINT (-73.883070589 40.742864507)
KINGS,737100,Store,AC,EY SALES CORP,FOOD BASKET,5921,20TH AVE,,,BROOKLYN,NY,11204,2200,POINT (-73.982598481 40.61946177)
KINGS,737096,Store,AC,DIVISION FOOD MARKET CORP,GABY'S DELI GROCERY,71,DIVISION AVE,,,BROOKLYN,NY,11249,1000,POINT (-73.966200796 40.707333954)
QUEENS,737090,Store,AC,MANAN INTERNATIONAL CORP,7 ELEVEN STORE #27690C,254-02,HILLSIDE AVE,,,GLEN OAKS,NY,11004,2400,POINT (-73.713150552 40.736014983)
NEW YORK,737087,Store,AC,PRIZE PARAGON INC,7 ELEVEN STORE #35823B,1239,2ND AVE,,,NEW YORK,NY,10065,,POINT (-73.961901131 40.764275743)
KINGS,737086,Store,AC,GEORGIA DELI CORP,GEORGIA DELI,591,SUTTER AVENUE,,,BROOKLYN,NY,11207,1000,POINT (-73.89698765 40.669230493)
KINGS,737082,Store,AC,BROOKLYN ONLY FOODS INC,BROOKLYN ONLY FOODS,78,HENRY STREET,,,BROOKLYN,NY,11201,,POINT (-73.992650227 40.698545068)
QUEENS,737077,Store,AC,MARUTINANDAN 77 CORP,CORNER 77 DELI,76-17,BROADWAY,,,ELMHURST,NY,11373,1500,POINT (-73.888592671 40.745622362)
KINGS,737063,Store,A,JIAHE GROCERY INC,JIAHE GROCERY,4605,8TH AVENUE,,,BROOKLYN,NY,11220,2000,POINT (-74.001430606 40.643115626)
KINGS,737057,Store,AC,PRECYCLE LLC,PRECYCLE,321,STARR ST SPACE H,,,BROOKLYN,NY,11237,1500,POINT (-73.920624617 40.707765287)
KINGS,737056,Store,AC,PC & SONS DELI MARKET CORP,PC & SONS DELI MARKET,198,WYCKOFF AVENUE,,,BROOKLYN,NY,11237,1200,POINT (-73.915116197 40.701641175)
BRONX,737049,Store,AC,GF MEAT MARKET CORP,GF MEAT MARKET,144,WEST BURNSIDE AVENUE,,,BRONX,NY,10453,,POINT (-73.914486633 40.853784411)
RICHMOND,737048,Store,AC,LA FLOR DE PUEBLA DELI & GROCERY CORP,LA FLOR DE PUEBLA DELI & GROCERY,1259B,CASTLETON AVENUE,,,STATEN ISLAND,NY,10310,1200,POINT (-74.124570235 40.634067236)
KINGS,737045,Store,AC,FIRST STOP GROCERY NY CORP,FIRST STOP GROCERY,5316,3RD AVE,,,BROOKLYN,NY,11220,1000,POINT (-74.016956572 40.645823232)
BRONX,737044,Store,AC,TACOS-VIP CORP,TACOS-VIP,573,EAST 187TH STREET,,,BRONX,NY,10458,900,POINT (-73.88823644 40.856065671)
NEW YORK,737036,Store,AC,VILLA TRINA MEAT MARKET INC,VILLA TRINA MEAT MARKET,4077,BROADWAY,,,NEW YORK,NY,10032,2000,POINT (-73.939243003 40.843907386)
QUEENS,737033,Store,AC,FRESH 2 GO CORP,FRESH 2 GO,104-02,LIBERTY AVE,,,OZONE PARK,NY,11417,1800,POINT (-73.836794018 40.681938883)
QUEENS,737031,Store,AC,111 DELI & GRILL CORP,111 DELI & GRILL,110-52,SUTPHIN BLVD,,,JAMAICA,NY,11435,,POINT (-73.795839368 40.688727051)
KINGS,737023,Store,AC,HEALTHY ORGANIC MARKET INC,HEALTHY ORGANIC MARKET,370,THROOP AVE,,,BROOKLYN,NY,11221,1400,POINT (-73.942779412 40.691479585)
KINGS,737012,Store,AC,SAN PEDRO DELI CORP,SAN PEDRO DELI,780,4TH AVENUE,,,BROOKLYN,NY,11232,1200,POINT (-73.998948473 40.659860992)
BRONX,737009,Store,AC,390 JACKSON DELI GROCERY CORP,390 JACKSON DELI GROCERY,390,JACKSON AVENUE,,,BRONX,NY,10454,,POINT (-73.910500032 40.80890921)
QUEENS,737008,Store,AC,NIRVANA & PRATIGYA CORP,GO NATURAL,45-03,QUEENS BLVD,,,SUNNYSIDE,NY,11104,1500,POINT (-73.919314944 40.743536987)
QUEENS,737006,Store,AC,FFASH DELI INC,FFASH DELI,180-01,LINDEN BLVD,,,JAMAICA,NY,11434,800,POINT (-73.766729941 40.692467559)
BRONX,737001,Store,AC,LA FAVORITA FOOD CORP,LA FAVORITA FOOD,392,E 201 STREET,,,BRONX,NY,10458,1000,POINT (-73.882181101 40.868615769)
KINGS,737000,Store,AC,FAR DELI CORP,FAR DELI,560,EVERGREEN AVE,,,BROOKLYN,NY,11221,800,POINT (-73.916404831 40.690681041)
QUEENS,736998,Store,AC,GORKHA CAFE & DELI INC,GORKHA CAFE & DELI,86-16,QUEENS BLVD,,,ELMHURST,NY,11373,900,POINT (-73.877338289 40.736190542)
KINGS,736997,Store,AC,SALT & PEPPER DELI & GRILL LLC,SALT & PEPPER DELI & GRILL,854,BUSHWICK AVENUE,,,BROOKLYN,NY,11221,1000,POINT (-73.926739718 40.69407085)
NEW YORK,736995,Store,AC,JAR DELI MARKET CORP,JAR DELI MARKET,501,W 134TH STREET,,,NEW YORK,NY,10031,,POINT (-73.952916737 40.818437799)
KINGS,736991,Store,AC,EL BUEN CHAPIN DELI GROCERY CORP,EL BUEN CHAPIN DELI GROCERY,3915,5TH AVE,,,BROOKLYN,NY,11232,1200,POINT (-74.004135865 40.650862893)
KINGS,736985,Store,A,705 BRIGHTON BEACH CORP,BRIGHTON BEST 99 CENTS,705,BRIGHTON BEACH AVE,,,BROOKLYN,NY,11235,1500,POINT (-73.960364477 40.578013929)
BRONX,736981,Store,AC,SUPER DELI & MINI MART INC,SUPER DELI & MINI MART,1796,E TREMONT AVE,,,BRONX,NY,10460,1500,POINT (-73.867621568 40.840064325)
QUEENS,736970,Store,AC,CHAMPION GROCERY & DELI CORP,CHAMPION GROCERY & DELI,99-22,NORTHERN BLVD,,,CORONA,NY,11368,2500,POINT (-73.868623205 40.757175726)
BRONX,736968,Store,AC,1150 JOSEPH DELI & GROCERY INC,1150 JOSEPH DELI & GROCERY,1150,GARRISON AVE,,,BRONX,NY,10474,400,POINT (-73.888454537 40.820115186)
QUEENS,736967,Store,AC,71 AVE MART INC,71 AVE MART,92-16,71ST AVE,,,FOREST HILLS,NY,11375,1500,POINT (-73.850499435 40.710836668)
BRONX,736966,Store,AC,ISAAC FISH MARKET INC,ISAAC FISH MARKET,28,W BURNSIDE AVE,,,BRONX,NY,10453,750,POINT (-73.908857263 40.853698035)
NEW YORK,736962,Store,AC,GW & L FOOD CORP,FINE FARE FRESH,4211,BROADWAY SUITE 17,,,NEW YORK,NY,10033,4000,POINT (-73.937590091 40.848743702)
QUEENS,736957,Store,AC,108 DELI & GROCERY INC,108 DELI & GROCERY,53-14,108TH STREET,,,CORONA,NY,11368,2000,POINT (-73.854584356 40.742271822)
KINGS,736943,Store,AC,JOHNS FAMILY FISH MARKET CORP,JOHNS FAMILY FISH MARKET,184,AVENUE U,,,BROOKLYN,NY,11223,2500,POINT (-73.977201625 40.596418619)
NEW YORK,736942,Store,AC,SKB DELI INC,ANDYS DELI,106,7TH AVE S,,,NEW YORK,NY,10014,800,POINT (-74.003196002 40.7333057)
QUEENS,736941,Store,AC,SAMMY M DELI AND GROCERY INC,SAMMY M DELI AND GROCERY,2150,MOTT AVE,,,FAR ROCKAWAY,NY,11691,,POINT (-73.754888658 40.605318146)
QUEENS,736937,Store,AC,KESHAV 102 INC,SALS FOOD MARKET,102-10,159TH ROAD,,,HOWARD BEACH,NY,11414,1500,POINT (-73.830833898 40.659712884)
NEW YORK,736936,Store,AC,170 WESTSIDE MARKET LLC,WESTSIDE MARKET,170,WEST 23RD STREET,,,NEW YORK,NY,10011,,POINT (-73.995310559 40.743794185)
QUEENS,736935,Store,AC,ROCKAWAY EXPRESS DELI CORP X,ROCKAWAY EXPRESS DELI,90-17,ROCKAWAY BEACH BLVD,,,FAR ROCKAWAY,NY,11693,,POINT (-73.814499329 40.586725702)
BRONX,736933,Store,AC,HUNTS POINT MARKET INC,HUNTS POINT MARKET,1081,LEGGETT AVE,,,BRONX,NY,10474,1300,POINT (-73.895653921 40.812401236)
RICHMOND,736931,Store,ACH,JOE MOZZ INC,JOE MOZZ,1021,POST AVE,,,STATEN ISLAND,NY,10302,1000,POINT (-74.134382007 40.633105287)
RICHMOND,736904,Store,AC,TLALIX DELI CORP,TLALIX DELI,38,NEW DORP PLAZA,,,STATEN ISLAND,NY,10306,1200,POINT (-74.116440794 40.573699931)
KINGS,736896,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19994,1040,SAINT JOHNS PL,,,BROOKLYN,NY,11213,3000,POINT (-73.943198255 40.671103346)
BRONX,736895,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19889,32,E 170TH ST,,,BRONX,NY,10452,,POINT (-73.916913948 40.839805617)
KINGS,736893,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19375,7009,13TH AVE,,,BROOKLYN,NY,11228,3000,POINT (-74.004835251 40.622597607)
KINGS,736890,Store,A,WALGREEN EASTERN CO INC,WALGREENS #19158,1419,NEWKIRK AVE,,,BROOKLYN,NY,11226,,POINT (-73.963523532 40.635589138)
BRONX,736888,Store,A,WALGREEN EASTERN CO INC,WALGREENS #18990,3590,E TREMONT AVE,,,BRONX,NY,10465,3000,POINT (-73.82513236 40.829247521)
KINGS,736882,Store,A,WALGREEN EASTERN CO INC,WALGREENS #18321,2532,86TH ST #54,,,BROOKLYN,NY,11214,10000,POINT (-73.986324991 40.596952252)
KINGS,736881,Store,A,WALGREEN EASTERN CO INC,WALGREENS #18305,120,COURT ST,,,BROOKLYN,NY,11201,,POINT (-73.992432297 40.689904457)
KINGS,736879,Store,A,WALGREEN EASTERN CO INC,WALGREENS #18228,1111,PENNSYLVANIA AVE,,,BROOKLYN,NY,11207,8000,POINT (-73.886982339 40.654008077)
KINGS,736877,Store,AC,YUNIOR DELI & GROCERY INC,YUNIOR DELI & GROCERY,4523,6TH AVENUE,,,BROOKLYN,NY,11220,,POINT (-74.005575038 40.6460319)
KINGS,736876,Store,AC,FOREST MINI MARKET CORP,FOREST MINI MARKET,562,WILSON AVE,,,BROOKLYN,NY,11207,2000,POINT (-73.908541768 40.690805973)
KINGS,736875,Store,AC,JAY STREET FOOD CORP,WHOLESOME FARMS MARKET,108,JAY STREET,,,BROOKLYN,NY,11201,2900,POINT (-73.986882974 40.701656849)
KINGS,736873,Store,A,WALGREEN EASTERN CO INC,WALGREENS #18219,1720,KINGS HWY,,,BROOKLYN,NY,11229,10000,POINT (-73.955709671 40.609754939)
BRONX,736870,Store,AC,MOON LIGHT AFRICAN MARKET INC,MOON LIGHT AFRICAN MARKET,3648,WHITE PLAINS ROAD,,,BRONX,NY,10467,1000,POINT (-73.864404929 40.880304878)
BRONX,736866,Store,AC,TAMBO DELI&GROCERY CORP,TAMBO DELI&GROCERY,774,LYDIG AVENUE,,,BRONX,NY,10462,,POINT (-73.864689243 40.854351656)
BRONX,736862,Store,A,WALGREEN EASTERN CO INC,WALGREENS #18215,49,W FORDHAM RD,,,BRONX,NY,10468,6000,POINT (-73.903068469 40.862875507)
KINGS,736861,Store,A,WALGREEN EASTERN CO INC,WALGREENS #18204,355,KNICKERBOCKER AVE,,,BROOKLYN,NY,11237,20000,POINT (-73.92174117 40.700879847)
BRONX,736860,Store,A,WALGREEN EASTERN CO INC,WALGREENS #18198,1710,CROSBY AVE,,,BRONX,NY,10461,6000,POINT (-73.831277468 40.845823195)
KINGS,736859,Store,A,WALGREEN EASTERN CO INC,WALGREENS #18135,1532,86TH ST #34,,,BROOKLYN,NY,11228,2000,POINT (-74.008690759 40.610722588)
BRONX,736855,Store,A,WALGREEN EASTERN CO INC,WALGREENS #17926,4232,BAYCHESTER AVE,,,BRONX,NY,10466,2500,POINT (-73.84482782 40.89651791)
BRONX,736854,Store,AC,UNION DELI & GROCERY NY CORP,UNION DELI & GROCERY NY,805,E 163RD STREET,,,BRONX,NY,10456,2000,POINT (-73.90206088 40.822622884)
QUEENS,736844,Store,ACH,HJ HANSOL INC,HJ HANSOL,147-50,NORTHERN BLVD,,,FLUSHING,NY,11354,2500,POINT (-73.817472055 40.765209068)
BRONX,736841,Store,A,WALGREEN EASTERN CO INC,WALGREENS #17604,541,W 235TH ST,,,BRONX,NY,10463,,POINT (-73.909235035 40.885635349)
